"","p10","start.date","tmin","tmax","tave","precip","humidity","sunshine","wind_vel","wind_dir","max_gust","max_gust_dir"
"477",477,1999-01-13 07:00:00,24.22,30.18,26.56,44.2,87.3,3.64,1.42857142857143,"N ",NA,NA
"478",478,1999-01-23 07:00:00,23.86,29.56,26.36,146.4,90.1,2.14,2.42857142857143,"N ",NA,NA
"479",479,1999-02-02 07:00:00,25.24,30.64,27.53,20.2,82.9,5.97,2.7,"NW",NA,NA
"480",480,1999-02-12 07:00:00,24.34,31.44,27.63,185.4,82.7,6.57,2.2,"N ",NA,NA
"481",481,1999-02-22 07:00:00,23.56,29.64,26.05,124.5,89.6,2.28,NA,"N ",NA,NA
"482",482,1999-03-04 07:00:00,23.96,30.8,27.01,74.6,87.6,4.24,2.28571428571429,"N ",NA,NA
"483",483,1999-03-14 07:00:00,24.54,31.28,26.97,63.4,87.2,4.23,1.55555555555556,"N ",NA,NA
"484",484,1999-03-24 07:00:00,24.28,31.3,27.22,5.5,86,5.57,1.85714285714286,"N ",NA,NA
"485",485,1999-04-03 07:00:00,24.34,31.36,27.35,86.6,87.2,4.42,1.83333333333333,"N ",NA,NA
"486",486,1999-04-13 07:00:00,23.92,31.26,27.08,69.6,85.7,6.28,2.42857142857143,"N ",NA,NA
"487",487,1999-04-23 07:00:00,23.82,32.02,27.25,36.6,86,5.94,1.875,"N ",NA,NA
"488",488,1999-05-03 07:00:00,23.58,31.48,26.96,48,87.2,4.94,1.83333333333333,"N ",NA,NA
"489",489,1999-05-13 07:00:00,24.04,31.72,26.8,103.5,88.2,5.53,1.875,"N ",NA,NA
"490",490,1999-05-23 07:00:00,23.58,31.06,26.81,62.6,85.6,5.25,2.11111111111111,"N ",NA,NA
"491",491,1999-06-02 07:00:00,23.18,32,26.8,19.3,86,4.77,2.5,"N ",NA,NA
"492",492,1999-06-12 07:00:00,23.61,31.95,27.2,15.9,84.9,5.58,2.88888888888889,"N ",NA,NA
"493",493,1999-06-22 07:00:00,22.96,31.78,26.68,75.6,90.7,7.21,2.1,"N ",NA,NA
"494",494,1999-07-02 07:00:00,23.02,30.64,26.17,134.8,86.6,5.06,2,"N ",NA,NA
"495",495,1999-07-12 07:00:00,23.02,30.76,26.14,56.5,86.2,5.92,2.22222222222222,"N ",NA,NA
"496",496,1999-07-22 07:00:00,22.38,31.14,26.29,0,84.2,7.81,2.8,"S ",NA,NA
"497",497,1999-08-01 07:00:00,22.92,31.22,26.61,28.6,84.3,5.81,3.5,"E ",NA,NA
"498",498,1999-08-11 07:00:00,22.92,30.4,26.06,165,83.5,6.07,2.75,"N ",NA,NA
"499",499,1999-08-21 07:00:00,22.74,30.74,26.12,42.2222222222222,86.4,5.02,2.33333333333333,"N ",NA,NA
"500",500,1999-08-31 07:00:00,21.96,31.61,26.19,47.7777777777778,83.9,7.24,2.11111111111111,"N ",NA,NA
"501",501,1999-09-10 07:00:00,22.88,30.9,26.36,296.7,86.3,5.03,2,"N ",NA,NA
"502",502,1999-09-20 07:00:00,23.3,30.62,26.13,89.7,88.3,4.23,NA,"N ",NA,NA
"503",503,1999-09-30 07:00:00,23.92,30.64,26.13,158.111111111111,89.9,3.13,NA,"N ",NA,NA
"504",504,1999-10-10 07:00:00,23.62,30.16,26.28,232.5,89.1,5.15,NA,"N ",NA,NA
"505",505,1999-10-20 07:00:00,23.9,30.68,26.96,206.6,87.1,4.92,NA,"N ",NA,NA
"506",506,1999-10-30 07:00:00,23.78,30.16,26.48,168.6,88.5,4.11,NA,"N ",NA,NA
"507",507,1999-11-09 07:00:00,23.9,29.94,26.45,198.8,89,3.45,NA,"N ",NA,NA
"508",508,1999-11-19 07:00:00,23.82,30.76,26.88,125.3,87.7,5.66,1.875,"N ",NA,NA
"509",509,1999-11-29 07:00:00,24.34,30.76,26.96,42,87.5,4.58,1.88888888888889,"N ",NA,NA
"510",510,1999-12-09 07:00:00,24.8,29.7,26.98,136.2,88.4,3.83,2.88888888888889,"W ",NA,NA
"511",511,1999-12-19 07:00:00,24.1,30.18,26.74,112.1,85.6,4.44,2.7,"N ",NA,NA
"512",512,1999-12-29 07:00:00,23.78,30.16,26.28,155,89.1,4.23,2.125,"N ",NA,NA
"513",513,2000-01-08 07:00:00,23.96,30.54,26.77,43.4,87.3,4.31,1.375,"N ",NA,NA
"514",514,2000-01-18 07:00:00,24.04,30.16,26.74,9.1,86.3,3.93,2.125,"N ",NA,NA
"515",515,2000-01-28 07:00:00,24.06,29.14,26.14,207.4,89.9,2.51,2.57142857142857,"N ",NA,NA
"516",516,2000-02-07 07:00:00,24.66,30.6,27.3,27.2222222222222,84.7,5.51,2.1,"N ",NA,NA
"517",517,2000-02-17 07:00:00,23.52,30.18,26.57,79.7777777777778,87.1,3.03,2,"N ",NA,NA
"518",518,2000-02-27 07:00:00,25.22,31.58,28.09,0,81.5,7.03,2.2,"N ",NA,NA
"519",519,2000-03-08 07:00:00,24.72,31.38,27.65,5.4,85.1,4.63,2,"N ",NA,NA
"520",520,2000-03-18 07:00:00,23.4,30.24,26.51,152.1,87.4,3.22,1.33333333333333,"N ",NA,NA
"521",521,2000-03-28 07:00:00,23.64,30.62,26.52,96.3,87.7,4.56,1.375,"N ",NA,NA
"522",522,2000-04-07 07:00:00,23.6,31.4,26.91,46.8,86.6,5.69,2.125,"N ",NA,NA
"523",523,2000-04-17 07:00:00,24.14,31.64,27.16,46.6,86.9,5.2,1.57142857142857,"N ",NA,NA
"524",524,2000-04-27 07:00:00,24.14,31.24,27.04,83.4,88.1,4.73,1.71428571428571,"N ",NA,NA
"525",525,2000-05-07 07:00:00,24.36,32.38,27.84,14.1,84.6,6.59,2.11111111111111,"N ",NA,NA
"526",526,2000-05-17 07:00:00,24.62,32.8,28.23,35,83.2,6.4,1.4,"N ",NA,NA
"527",527,2000-05-27 07:00:00,23.74,32.04,27.28,27.3,84.5,6.21,2.22222222222222,"N ",NA,NA
"528",528,2000-06-06 07:00:00,23.16,31.06,26.62,87.9,86,4.96,1.9,"N ",NA,NA
"529",529,2000-06-16 07:00:00,23.34,31.3,26.66,25.5555555555556,85.3,5.53,2.2,"N ",NA,NA
"530",530,2000-06-26 07:00:00,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA
"531",531,2000-07-06 07:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"532",532,2000-07-16 07:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"533",533,2000-07-26 07:00:00,NA,NA,NA,134.222222222222,NA,NA,NA,NA,NA,NA
"534",534,2000-08-05 07:00:00,23.28,30.96,26.13,234.6,85.7,5.98,2.7,"N ",NA,NA
"535",535,2000-08-15 07:00:00,22.62,30.48,26.17,0,84.2,6.22,2.9,"S ",NA,NA
"536",536,2000-08-25 07:00:00,23.68,32.2,27.39,7.5,84.9,7.31,3,"S ",NA,NA
"537",537,2000-09-04 07:00:00,23.96,32.14,27.38,12.4444444444444,82.2,6.35,3.3,"E ",NA,NA
"538",538,2000-09-14 07:00:00,23.54,31.5,26.77,80.2222222222222,86.5,5.11,2.5,"N ",NA,NA
"539",539,2000-09-24 07:00:00,23.72,30.92,26.36,160.8,89.1,4.13,1.75,"N ",NA,NA
"540",540,2000-10-04 07:00:00,24.02,30.6,26.87,56.9,86.6,5.84,2,"N ",NA,NA
"541",541,2000-10-14 07:00:00,24.5,31.42,27.19,77.8,86.7,4.63,1.66666666666667,"N ",NA,NA
"542",542,2000-10-24 07:00:00,24.04,30.36,26.63,68.5,87.6,3.59,1.71428571428571,"N ",NA,NA
"543",543,2000-11-03 07:00:00,24.06,30.74,26.85,157.3,87.2,4.19,1.57142857142857,"N ",NA,NA
"544",544,2000-11-13 07:00:00,24.51,30.93,27.34,260.7,86.5,5.09,1.625,"N ",NA,NA
"545",545,2000-11-23 07:00:00,24.28,29.34,26.52,138.4,88.6,2.07,2.3,"N ",NA,NA
"546",546,2000-12-03 07:00:00,24.54,30.74,27.25,23.2,86.9,5.23,1.9,"N ",NA,NA
"547",547,2000-12-13 07:00:00,24.12,31.12,27.14,81.9,86,5.33,1.7,"N ",NA,NA
"548",548,2000-12-23 07:00:00,24.14,30.42,26.65,205.2,88.8,3.61,1.71428571428571,"N ",NA,NA
"549",549,2001-01-02 07:00:00,23.56,30.62,26.69,198.777777777778,84.3,4,2,"N ",10,340
"550",550,2001-01-12 07:00:00,24.26,30.7,27,47.2,84.3,3.93,1.71428571428571,"N ",8,340
"551",551,2001-01-22 07:00:00,23.86,30.84,26.89,410.888888888889,86.8,4.79,2.14285714285714,"N ",8,280
"552",552,2001-02-01 07:00:00,23.9,29.22,26.14,143.6,88.8,2.43,2.22222222222222,"N ",12,300
"553",553,2001-02-11 07:00:00,25.16,30.38,27.63,35.1111111111111,83,5.37,4,"N ",10,340
"554",554,2001-02-21 07:00:00,23.8,30.98,27.15,87.9,84.7,4.7,1.625,"N ",7,360
"555",555,2001-03-03 07:00:00,24.36,31.22,27.31,9.33333333333333,86,6.08,1.9,"N ",8,260
"556",556,2001-03-13 07:00:00,24.28,31.66,27.59,43.4,86.1,6.84,1.77777777777778,"N ",5,290
"557",557,2001-03-23 07:00:00,24.14,31.32,27.11,53.3,86.6,5.08,1.85714285714286,"N ",9,170
"558",558,2001-04-02 07:00:00,24.06,31.18,27.23,32.2,87.4,4.06,1.66666666666667,"N ",6,260
"559",559,2001-04-12 07:00:00,23.84,30.84,26.7,70.7777777777778,87.4,4.57,1.5,"N ",5,250
"560",560,2001-04-22 07:00:00,24.52,31.52,27.22,134.1,86.8,4.84,1.55555555555556,"N ",6,250
"561",561,2001-05-02 07:00:00,24.42,32.28,27.83,95.8888888888889,84.3,5.5,1.625,"N ",6,70
"562",562,2001-05-12 07:00:00,24.36,32.5,27.57,46.9,85.3,5.69,1.875,"N ",9,360
"563",563,2001-05-22 07:00:00,24.26,32.68,27.7,100,84.5,6.97,2.3,"N ",10,90
"564",564,2001-06-01 07:00:00,23.56,31.32,26.75,237.6,87,4.73,1.44444444444444,"N ",9,70
"565",565,2001-06-11 07:00:00,23.74,30.67,26.68,122,86.8,5.9,1.85714285714286,"N ",9,190
"566",566,2001-06-21 07:00:00,23.58,31.86,27.26,0,84.1,7.4,1.42857142857143,"N ",6,100
"567",567,2001-07-01 07:00:00,21.92,31.56,26.49,0,80.2,7.79,1.2,"N ",6,200
"568",568,2001-07-11 07:00:00,23.62,31.88,27.24,23,86.1,6.8,NA,"N ",6,110
"569",569,2001-07-21 07:00:00,23.26,30.82,26.24,167,89.7,4.61,2.125,"N ",10,190
"570",570,2001-07-31 07:00:00,22.8,30.98,26.41,38.5,82.2,5.68,1.9,"N ",10,110
"571",571,2001-08-10 07:00:00,22.8,31.72,26.8,0.5,80.8,7.03,2.7,"N ",7,90
"572",572,2001-08-20 07:00:00,23.54,32.42,27.61,0,79.8,6.99,3.3,"S ",9,120
"573",573,2001-08-30 07:00:00,23.7,31.56,26.88,37.2222222222222,84.9,4.23,2.33333333333333,"N ",8,90
"574",574,2001-09-09 07:00:00,23.46,31.16,26.74,76.1,85.5,4.62,2.2,"N ",9,80
"575",575,2001-09-19 07:00:00,23.44,31.46,26.42,164.1,87.3,4.88,2,"N ",7,90
"576",576,2001-09-29 07:00:00,23.64,30.84,26.86,219.8,85.5,4.59,1.375,"N ",5,150
"577",577,2001-10-09 07:00:00,24.54,31.62,27.58,38.6,83.7,5.87,NA,"N ",6,250
"578",578,2001-10-19 07:00:00,23.98,31.65,27.47,80.3,86,5.26,NA,"N ",6,90
"579",579,2001-10-29 07:00:00,23.82,31.1,26.6,162.2,87.3,4.34,1.5,"N ",8,150
"580",580,2001-11-08 07:00:00,23.98,31.3,27.11,200.9,86.3,4.82,1.5,"N ",9,NA
"581",581,2001-11-18 07:00:00,23.86,29.6,26.41,205.1,89.1,3.2,NA,"N ",6,290
"582",582,2001-11-28 07:00:00,24.2,29.9,26.6,173.2,87.8,3.78,2.375,"N ",10,250
"583",583,2001-12-08 07:00:00,23.9,30.74,26.9,79.5,86,5.56,1.88888888888889,"N ",7,270
"584",584,2001-12-18 07:00:00,23.86,30.12,26.3,218.2,89.3,4.06,2.33333333333333,"N ",7,160
"585",585,2001-12-28 07:00:00,24.56,31,27.45,80.8,83.3,6.14,2.2,"N ",8,340
"586",586,2002-01-07 07:00:00,24.12,31,27.08,302.8,86,5.12,1.57142857142857,"N ",6,350
"587",587,2002-01-17 07:00:00,23.96,30.4,26.85,23.8,86.3,4.18,1.16666666666667,"N ",5,340
"588",588,2002-01-27 07:00:00,24.24,29.88,26.74,119.2,85.5,3.79,2,"N ",6,350
"589",589,2002-02-06 07:00:00,25.16,30.72,27.56,8.2,82.9,6.55,2.44444444444444,"N ",6,340
"590",590,2002-02-16 07:00:00,24.26,30.56,26.95,79.4,85.9,3.51,2.33333333333333,"N ",6,340
"591",591,2002-02-26 07:00:00,24.48,31.28,27.47,37.7777777777778,84.4,6.05,1.55555555555556,"N ",4,290
"592",592,2002-03-08 07:00:00,23.86,30.92,26.89,208.3,85.8,4.26,1.16666666666667,"N ",4,350
"593",593,2002-03-18 07:00:00,24.2,31.56,27.49,62.9,84.7,5.33,1.42857142857143,"N ",4,360
"594",594,2002-03-28 07:00:00,23.84,31.9,27.21,87.3333333333333,84.6,4.67,1.75,"N ",10,200
"595",595,2002-04-07 07:00:00,24.22,31.08,26.94,51.2,87.8,5.46,1.5,"N ",6,100
"596",596,2002-04-17 07:00:00,24.48,31.76,27.49,96.2,86.4,5.52,1.71428571428571,"N ",5,90
"597",597,2002-04-27 07:00:00,24.68,31.53,27.18,196.9,89.7,4.85,1.33333333333333,"N ",6,90
"598",598,2002-05-07 07:00:00,24.66,32.06,28.14,44.2,84,5.66,1.5,"N ",6,120
"599",599,2002-05-17 07:00:00,24.36,32.84,28.13,0,80.6,7.34,2,"N ",5,130
"600",600,2002-05-27 07:00:00,24.42,32.9,28.12,0,81.1,7.38,2.2,"N ",5,90
"601",601,2002-06-06 07:00:00,23.88,30.94,26.78,193.2,87.8,4.57,1.75,"N ",6,100
"602",602,2002-06-16 07:00:00,23.54,30.86,26.92,25.1,85.3,4.22,2.22222222222222,"N ",5,90
"603",603,2002-06-26 07:00:00,23.7,31.84,27.05,0,80.3,7.72,2.5,"S ",6,140
"604",604,2002-07-06 07:00:00,23.43,32.3,27.27,0,79.7,7.65,3.4,"E ",8,110
"605",605,2002-07-16 07:00:00,23.62,32.1,27.29,35.9,82.5,7.56,2.8,"S ",6,40
"606",606,2002-07-26 07:00:00,22.94,31.78,26.84,21.6,81.4,6.78,2.9,"S ",7,90
"607",607,2002-08-05 07:00:00,22.46,31.28,26.44,11.3,81.7,6.09,2.7,"S ",6,130
"608",608,2002-08-15 07:00:00,21.9,31.62,26.38,0,80.7,6.74,3,"S ",8,110
"609",609,2002-08-25 07:00:00,22.9,32.18,26.96,0.2,78.7,6.89,3.4,"S ",8,90
"610",610,2002-09-04 07:00:00,22.88,32.5,27.01,0,79.2,5.44,3.2,"S ",8,80
"611",611,2002-09-14 07:00:00,23.2,31.76,26.92,2,81.7,5.87,3.3,"S ",8,100
"612",612,2002-09-24 07:00:00,23.92,31.16,26.99,29.5,84.8,2.66,2.22222222222222,"N ",6,110
"613",613,2002-10-04 07:00:00,23.64,31.8,26.9,9.5,84.8,6.21,2.4,"N ",5,120
"614",614,2002-10-14 07:00:00,23.3,31.22,26.64,37.9,86.1,4.14,1.57142857142857,"N ",5,250
"615",615,2002-10-24 07:00:00,24.14,31.54,27.06,143.3,86.8,4.48,1.625,"N ",4,90
"616",616,2002-11-03 07:00:00,23.82,31.16,26.68,134.4,88.2,4.47,1.6,"N ",NA,NA
"617",617,2002-11-13 07:00:00,24.02,30.82,26.82,76.3,87.6,5.33,1.3,"N ",NA,NA
"618",618,2002-11-23 07:00:00,23.64,30.5,26.56,90.7,87.3,4.3,1.625,"N ",NA,NA
"619",619,2002-12-03 07:00:00,24.14,31.58,27.57,44.1111111111111,83.8,6.03,1.5,"N ",8,350
"620",620,2002-12-13 07:00:00,24.12,31.43,27.27,191.4,87,5.78,1.5,"N ",8,100
"621",621,2002-12-23 07:00:00,24.13,30.32,26.48,243.5,88.9,3.54,2.11111111111111,"N ",8,270
"622",622,2003-01-02 07:00:00,24.08,29.1,26.44,251.2,89.8,2.49,2.125,"N ",8,250
"623",623,2003-01-12 07:00:00,25.02,30.66,27.61,85.5,84.9,5.86,2.11111111111111,"N ",8,350
"624",624,2003-01-22 07:00:00,24.12,31,27.28,204.7,88.1,4.91,1.625,"N ",4,350
"625",625,2003-02-01 07:00:00,24.22,29.44,26.4,140,89.3,2.47,2,"N ",8,350
"626",626,2003-02-11 07:00:00,23.86,30.56,26.68,306.6,88.7,3.08,1.25,"N ",4,310
"627",627,2003-02-21 07:00:00,25.48,31.62,28.21,0,81.1,7.2,2.3,"N ",4,270
"628",628,2003-03-03 07:00:00,23.68,32.34,27.76,NA,83.3,6.47,1.4,"N ",5,290
"629",629,2003-03-13 07:00:00,24.18,30.98,27.14,NA,85.2,5.41,1.44444444444444,"N ",4,20
"630",630,2003-03-23 07:00:00,24.18,30.88,26.99,99.5,86.9,5.6375,NA,"N ",4,110
"631",631,2003-04-02 07:00:00,24.16,31.48,27.01,31.8,87.1,4.76,NA,"N ",4,340
"632",632,2003-04-12 07:00:00,24.06,31.48,27.26,187.3,86.5,5.1,1.28571428571429,"N ",5,70
"633",633,2003-04-22 07:00:00,24.44,31.06,27.1,102.111111111111,88.7,4.01,1.25,"N ",5,90
"634",634,2003-05-02 07:00:00,24.14,31.19,27.24,34,88.4,3.47,1.375,"N ",4,110
"635",635,2003-05-12 07:00:00,24.78,32.26,28,16.3,84.5,6.05,1.5,"N ",6,270
"636",636,2003-05-22 07:00:00,23.9,32.68,27.87,0,79.3,7.65,2.9,"E ",8,100
"637",637,2003-06-01 07:00:00,24.26,32.9,28.03,8,80.3,7.55,2.7,"E ",6,90
"638",638,2003-06-11 07:00:00,24.38,32.4,27.83,20,80.8,7.36,2.9,"S ",8,80
"639",639,2003-06-21 07:00:00,23.72,31.18,27,98.4,85.6,5.88,1.9,"N ",6,90
"640",640,2003-07-01 07:00:00,22.98,31.36,26.72,83.2,82.4,5.13,2.3,"N ",6,110
"641",641,2003-07-11 07:00:00,22.6,30.56,26.26,107.4,83.4,6.24,2.88888888888889,"E ",6,90
"642",642,2003-07-21 07:00:00,23.06,31.86,27.1,23.5,83.4,6.92,2.9,"E ",6,110
"643",643,2003-07-31 07:00:00,23.66,31.38,27.02,3.77777777777778,82.7,7.02,3.2,"E ",8,90
"644",644,2003-08-10 07:00:00,23.46,31.48,26.79,27.7777777777778,85.6,5.81,2.8,"N ",5,110
"645",645,2003-08-20 07:00:00,23.5,31.54,27.01,59.4444444444444,84.7,6.14,3.2,"E ",6,170
"646",646,2003-08-30 07:00:00,23.38,32.18,27.32,17.5,82.2,7.29,3.9,"S ",6,70
"647",647,2003-09-09 07:00:00,23.66,31.86,27.26,73,84,5.52,2.8,"N ",6,200
"648",648,2003-09-19 07:00:00,23.7,31.42,26.72,90.4,85.8,4.84,2.5,"N ",9,90
"649",649,2003-09-29 07:00:00,23.82,30.89,26.81,120.3,86.6,4.46,2.55555555555556,"N ",8,220
"650",650,2003-10-09 07:00:00,23.46,31.2,26.41,71.6666666666667,86.2,4.68,2,"N ",8,100
"651",651,2003-10-19 07:00:00,23.58,31.8,27.18,123.8,85.3,5.56,2.1,"N ",6,100
"652",652,2003-10-29 07:00:00,24,30.54,26.58,114.7,89,4.46,1.4,"N ",5,130
"653",653,2003-11-08 07:00:00,24.42,31.14,27.36,87.6,86.3,5.37,1.71428571428571,"N ",6,190
"654",654,2003-11-18 07:00:00,24.06,30,26.54,354.9,89.3,3.68,1.875,"N ",7,270
"655",655,2003-11-28 07:00:00,24.08,30.53,26.68,226.4,87.3,4.28,1.55555555555556,"N ",5,350
"656",656,2003-12-08 07:00:00,24.14,30.3,26.93,133.5,86.6,3.91,2,"N ",7,180
"657",657,2003-12-18 07:00:00,24.24,30.42,27.27,66,84.1,4.98888888888889,2.6,"N ",5,270
"658",658,2003-12-28 07:00:00,25.12,30.98,27.73,38.2,84.5,5.89,2.88888888888889,"N ",5,350
"659",659,2004-01-07 07:00:00,24.4,31.4,27.52,112.2,84.8,6.22,1.33333333333333,"N ",5,290
"660",660,2004-01-17 07:00:00,24.26,30.76,26.97,266.5,86.5,4.45,1.75,"N ",5,340
"661",661,2004-01-27 07:00:00,23.7,30.6,26.59,280.1,88.3,4.32,1.22222222222222,"N ",6,360
"662",662,2004-02-06 07:00:00,24.42,30.98,27.5,28.1,82.2,6.57,2.7,"N ",7,240
"663",663,2004-02-16 07:00:00,25.12,30.9,27.44,29.3,85.7,4.66,2.16666666666667,"N ",5,340
"664",664,2004-02-26 07:00:00,24.24,31.72,27.72,58.7,84.8,6.28,1.625,"N ",5,250
"665",665,2004-03-07 07:00:00,23.88,30.78,26.87,122.8,87.2,3.3,1.5,"N ",7,230
"666",666,2004-03-17 07:00:00,24.44,32.1,27.85,0.8,84.4,7.05,1.88888888888889,"N ",5,310
"667",667,2004-03-27 07:00:00,24.18,31.14,27.17,109.8,87.8,4.62,1.28571428571429,"N ",6,270
"668",668,2004-04-06 07:00:00,24.26,31.92,27.51,43,86.8,5.11,1.75,"N ",4,290
"669",669,2004-04-16 07:00:00,24.18,32.06,27.26,73.7,87.3,4.85,1.5,"N ",5,70
"670",670,2004-04-26 07:00:00,24.06,32.02,27.44,188.4,86.2,5.35,1.375,"N ",4,250
"671",671,2004-05-06 07:00:00,24.94,32.96,28.31,80.9,83.8,6.73,2,"N ",8,270
"672",672,2004-05-16 07:00:00,24.52,33.1,28.39,62.7,83.5,6.85,1.8,"N ",5,70
"673",673,2004-05-26 07:00:00,23.32,30.7,26.1,315.2,88.8,4.18,1.7,"N ",13,290
"674",674,2004-06-05 07:00:00,24.38,32.4,27.85,45.2,83,6.7,2,"N ",5,90
"675",675,2004-06-15 07:00:00,23.44,32.1,27.34,0,81.6,7.71,2.88888888888889,"E ",8,90
"676",676,2004-06-25 07:00:00,23.64,32.34,27.37,7.2,81.3,7.09,2.7,"N ",8,260
"677",677,2004-07-05 07:00:00,23.3,31.06,26.5,57.5555555555556,87.1,4.47,1.66666666666667,"N ",5,90
"678",678,2004-07-15 07:00:00,23.02,30.76,26.27,110.222222222222,86,4.66,2.4,"N ",6,160
"679",679,2004-07-25 07:00:00,23.04,31.22,26.44,8.44444444444444,82.3,6.48,3.2,"E ",7,90
"680",680,2004-08-04 07:00:00,21.78,31.57,26.05,0,80.3,7.93,3.5,"E ",8,100
"681",681,2004-08-14 07:00:00,22.66,32.34,26.81,0,79.9,7.85,4.7,"S ",10,100
"682",682,2004-08-24 07:00:00,22.94,32.26,26.95,0,80.3,7.02,5,"S ",11,180
"683",683,2004-09-03 07:00:00,22.82,31.94,26.57,40.8,82.3,5.77,2.9,"N ",9,190
"684",684,2004-09-13 07:00:00,23.5,31.2,26.65,75.7,85.2,4.86,2.375,"N ",10,90
"685",685,2004-09-23 07:00:00,23.64,32.2,27.19,70.1,83.1,5.94,2.1,"N ",6,80
"686",686,2004-10-03 07:00:00,23.28,31.96,27.18,24,83.6,7.16,2.4,"S ",6,180
"687",687,2004-10-13 07:00:00,23.78,31.3,26.95,108.4,84.8,4.3,1.375,"N ",5,270
"688",688,2004-10-23 07:00:00,23.92,31.4,26.86,88.1,88.3,4.68,NA,"N ",6,90
"689",689,2004-11-02 07:00:00,23.98,31.21,27.07,131.333333333333,85.7,5.55,1.5,"N ",6,360
"690",690,2004-11-12 07:00:00,23.94,31.48,27.07,368.4,86.9,5.26,1.75,"N ",10,360
"691",691,2004-11-22 07:00:00,23.89,30.92,26.88,111.4,87.6,4.38,1.57142857142857,"N ",7,190
"692",692,2004-12-02 07:00:00,23.48,29.94,26.57,140.3,89.3,3.57,1.6,"N ",6,360
"693",693,2004-12-12 07:00:00,23.88,30.08,26.73,99.5555555555555,87.8,3.65,1.57142857142857,"N ",6,260
"694",694,2004-12-22 07:00:00,23.88,30.38,26.78,200.888888888889,86.4,4.45,1.875,"N ",6,360
"695",695,2005-01-01 07:00:00,24.26,30.28,26.92,111.5,87.7,4.62,1.66666666666667,"N ",5,270
"696",696,2005-01-11 07:00:00,24.83,31.48,27.98,27.4444444444444,82.7,6.7,2.66666666666667,"N ",8,350
"697",697,2005-01-21 07:00:00,24.58,31.4,27.58,7.2,82.9,6.77,2,"N ",6,360
"698",698,2005-01-31 07:00:00,24.36,31.58,27.66,0,83.5,5.91,1.8,"N ",6,360
"699",699,2005-02-10 07:00:00,24.52,31.48,27.49,155.5,85.3,4.85,1.875,"N ",6,350
"700",700,2005-02-20 07:00:00,24.54,31.5,27.58,24.6,85,5.33,1.44444444444444,"N ",6,340
"701",701,2005-03-02 07:00:00,24.54,32.12,28.17,126.8,82.6,6.85,2.55555555555556,"N ",8,NA
"702",702,2005-03-12 07:00:00,24.7,31.88,27.99,55.5,85.4,5.45,1.3,"N ",5,330
"703",703,2005-03-22 07:00:00,23.92,30.98,27.14,195.6,87.1,4.66,1.57142857142857,"N ",8,80
"704",704,2005-04-01 07:00:00,23.9,30.95,26.65,78.6,89.2,2.83,1.55555555555556,"N ",8,270
"705",705,2005-04-11 07:00:00,24.12,31.74,27.57,22.3,84.3,6.36,1.5,"N ",6,80
"706",706,2005-04-21 07:00:00,24.56,32.36,27.87,241.3,85.6,5.56,1.375,"N ",6,180
"707",707,2005-05-01 07:00:00,24.34,31.92,27.44,139.7,87.6,5.39,1.33333333333333,"N ",5,180
"708",708,2005-05-11 07:00:00,24.01,32.16,27.91,15.3,82.2,6.55,2.5,"N ",10,270
"709",709,2005-05-21 07:00:00,24.12,32.16,27.62,60.6666666666667,84.1,6,2.125,"N ",8,180
"710",710,2005-05-31 07:00:00,24.7,32.63,28.16,9.2,83.4,6.32,2.7,"E ",8,90
"711",711,2005-06-10 07:00:00,24.56,32.06,27.71,14.2,84.4,5.59,2.125,"N ",10,270
"712",712,2005-06-20 07:00:00,23.86,31.38,27.24,72.6,84.1,5.34,1.7,"N ",6,70
"713",713,2005-06-30 07:00:00,23.82,31.72,27.09,0.1,84.5,5.49,1.6,"N ",6,100
"714",714,2005-07-10 07:00:00,23.44,31.23,26.97,215,85.5,5.41,1.14285714285714,"N ",8,110
"715",715,2005-07-20 07:00:00,23.84,31.69,27.25,0,80.8,6.58,3.3,"E ",6,100
"716",716,2005-07-30 07:00:00,23.84,31.74,27.33,70.8,83.8,6.89,3.22222222222222,"S ",6,180
"717",717,2005-08-09 07:00:00,23.88,31.85,27.25,14.2222222222222,83.3,6.34,3,"E ",8,180
"718",718,2005-08-19 07:00:00,23.38,32.07,27.04,3,85.4,5.75,2.44444444444444,"N ",6,90
"719",719,2005-08-29 07:00:00,23.98,32.19,27.58,4.1,81.6,6.04,3.33333333333333,"E ",8,90
"720",720,2005-09-08 07:00:00,23.62,32.6,27.57,0,82.4,7.2,2.5,"E ",6,90
"721",721,2005-09-18 07:00:00,24.14,32.16,27.27,154,85.4,5.5,2.5,"E ",9,270
"722",722,2005-09-28 07:00:00,23.92,31.89,27.19,33.5,85.4,5.2,2,"N ",6,90
"723",723,2005-10-08 07:00:00,24.06,31.44,27.3,121.777777777778,85.7,4.52,2,"N ",6,180
"724",724,2005-10-18 07:00:00,23.62,30.56,26.72,234.9,87.6,3.91,1.22222222222222,"N ",6,90
"725",725,2005-10-28 07:00:00,24.08,31,27.17,151.1,87.5,4.27,1.66666666666667,"N ",5,90
"726",726,2005-11-07 07:00:00,24.12,31.54,27.32,95.4,87.1,5.98,1.44444444444444,"N ",4,200
"727",727,2005-11-17 07:00:00,23.92,31,26.86,294.5,88.5,4.58,1.625,"N ",5,360
