Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir
Stasiun Meteorologi Rahadi Oesman,96615,14/08/1986,23.2,32,27.1,85,3.3,8,3,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/08/1986,23.4,30.2,26.3,88,8888,7.2,4,SE,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/08/1986,23,31.5,26,86,0,7.1,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/08/1986,23.2,30.6,26.6,80,0,6.2,5,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/08/1986,22,30.4,25.8,87,0,5,4,SE,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/08/1986,22,31.6,27.9,86,0,6.2,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/08/1986,23,31.6,26.3,87,0,7.9,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/08/1986,22.2,31.6,26.3,87,0,8,4,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/08/1986,23,31.8,26.7,88,0,8,4,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/08/1986,23.6,32.6,27.3,84,0,8,5,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/08/1986,23.2,32.4,27.1,84,0,8,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/08/1986,23.2,33,27,81,0,7.4,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/08/1986,22.4,32.8,26.7,82,0,8,6,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/08/1986,23.6,32.4,27.4,80,0,7.8,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/08/1986,23.6,32.6,27.5,86,0,7.9,6,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/08/1986,22.8,31.6,26.5,85,8888,7.5,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/08/1986,23.6,31.4,26.9,87,0,3.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/08/1986,23,32.6,27.3,85,5.3,5.8,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/09/1986,21.4,32.5,26.3,84,0,8,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/09/1986,22.7,31.8,26.6,86,0,7.9,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/09/1986,23.2,32.8,27.1,84,0,6.2,5,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/09/1986,23.2,31.4,26.5,84,0,7.9,6,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/09/1986,23.4,32.4,27.1,81,0,8,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/09/1986,23.6,32.4,27,88,0,7.4,4,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/09/1986,23.2,29.2,25.1,90,0,1.1,3,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/09/1986,23,30.6,26.6,87,38.5,5.4,3,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/09/1986,23.4,29.2,25.3,92,11.3,2.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/09/1986,21,30.6,25.5,86,0.8,7.8,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/09/1986,22.6,28.6,25.8,92,2.9,0.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/09/1986,23.2,30.5,26.2,90,0,5.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/09/1986,23.4,30.6,26.6,88,0,7.4,3,SW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/09/1986,22,31.6,26.6,84,0,8,3,SW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/09/1986,23,31,26.5,87,0,6.2,2,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/09/1986,22.4,31.6,26.6,88,0,8,3,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/09/1986,22.4,31.5,26.6,88,0,8,6,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/09/1986,22.4,31.6,26.5,88,0,4.1,3,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/09/1986,22.8,31.7,26.6,82,0,6.5,2,SW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/09/1986,22.2,32.4,26.6,84,0,7.8,2,SE,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/09/1986,23.6,32.4,27,85,0.2,4.9,3,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/09/1986,24,32.6,27.9,88,1.2,6.3,3,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/09/1986,23,30,26,92,1.3,0,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/09/1986,23,30.8,25.9,93,0,3.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/09/1986,22,32.4,26.2,84,46.5,5.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/09/1986,23.6,31.2,26.9,86,3.6,5.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/09/1986,24,32,27.2,85,0.4,7.2,3,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/09/1986,23.4,30.4,25.7,90,6.5,1.9,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/09/1986,23.8,32.8,27,83,0,5,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/09/1986,21.2,31.8,26,82,0,8,2,SW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/10/1986,23.4,30.4,25.8,92,1.6,3.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/10/1986,24.6,31,26.4,90,31.9,2.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/10/1986,23.6,28.4,24.6,94,59.3,0.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/10/1986,23.2,31,26.5,84,0,4.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/10/1986,23.6,32.2,26.8,88,4.2,5.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/10/1986,24,31.6,25.8,91,118.1,4.5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/10/1986,22.8,27.9,24.6,91,8888,3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/10/1986,22.6,30.4,26.8,84,4.3,3.3,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/10/1986,23.6,30.4,26.3,87,0.2,1.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/10/1986,24,30.8,26,87,1.2,4.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/10/1986,23.2,31.2,26.8,84,0.2,6.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/10/1986,24,31,27.2,87,10.2,5.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/10/1986,23.6,31,26.6,89,1.1,4.7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/10/1986,23.4,32,26.4,88,0,4.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/10/1986,23.6,33,27.3,85,2.8,7.8,9999,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/10/1986,22.6,30.2,24.7,94,13.9,2.8,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/10/1986,23.2,32.4,26.9,88,0,8,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/10/1986,24,29.4,26.4,90,3.9,1,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/10/1986,24.4,32.2,27.8,86,0,6.9,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/10/1986,24.2,32.6,27.5,86,0.4,6.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/10/1986,24.2,30.8,26.1,94,21.7,2.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/10/1986,23.6,31.4,26.7,86,0,4.7,3,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/10/1986,23.2,32,27.2,82,28.3,7.7,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/10/1986,24,31,26.8,87,0,4.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/10/1986,24.6,31.3,27.4,90,39.1,4.2,2,E ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/10/1986,23.6,29.4,25.8,90,0.9,3.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/10/1986,23.8,30,26,93,24.6,4.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/10/1986,23.2,30.8,26.3,90,8.3,7.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/10/1986,24.2,31,26.9,89,1.7,6.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/10/1986,24.2,30.6,26.3,92,0.9,2.1,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/10/1986,23.8,30.8,25.7,93,22.4,4.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/11/1986,23.2,32.2,26.2,89,26.7,6.7,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/11/1986,24.2,29.4,25.7,93,9,1.8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/11/1986,23.6,30.8,26.8,92,2,6.1,2,9999,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/11/1986,24.2,30,26.7,88,8.6,4.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/11/1986,23.2,29.6,25.4,92,25.2,4.9,2,S ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/11/1986,24.2,28.8,26.1,91,15.3,1.4,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/11/1986,23.6,30.8,26.8,88,1.2,7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/11/1986,24.2,28.6,26.1,90,15.1,0.7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/11/1986,22.8,30,26.1,90,20,2.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/11/1986,23.4,28.6,25.1,93,7.6,1.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/11/1986,23.4,29.2,25.6,92,8.4,1.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/11/1986,23.8,29.8,26.4,90,0,1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/11/1986,23.6,30.8,26.6,89,52.8,6.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/11/1986,22.8,30.4,24.6,93,14,3.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/11/1986,23.4,28.9,24.7,94,2.4,1.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/11/1986,23.2,31.2,26.6,89,8888,6.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/11/1986,24,31,26.5,92,0,4.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/11/1986,24,30.8,26.5,90,5.4,3.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/11/1986,23.8,31,26.6,89,1,5.8,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/11/1986,23,30.6,26.5,86,23.8,7.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/11/1986,23.8,30,27.2,84,2.3,6.6,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/11/1986,24.4,30.6,26.5,90,74.2,6.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/11/1986,23.8,30.2,26.6,90,14.6,5.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/11/1986,24.2,28.6,25.9,92,4.2,0,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/11/1986,24.2,30.4,27.2,86,27.7,5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/11/1986,23.8,29.2,25.8,92,18.4,0.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/11/1986,23.8,31.2,27.1,86,0,7.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/11/1986,23.8,29.8,26.1,91,26.5,3.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/11/1986,23.4,30.6,25.8,91,33.6,3.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/11/1986,23,29.6,25.3,92,0.2,4.2,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/12/1986,23.8,31.6,27.4,85,20.1,7.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/12/1986,24.5,32.2,27.2,89,3.8,7.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/12/1986,25.2,29.6,25.5,96,68.7,1.4,1,9999,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/12/1986,23.8,30,26.3,90,2.3,4.6,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/12/1986,23.6,30.2,26,91,8888,2.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/12/1986,23.6,31.6,27.3,86,0,7.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/12/1986,23.6,30.2,26.6,91,31.2,4.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/12/1986,24.4,28.6,25.5,94,13.2,0.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/12/1986,23.2,31,26.7,88,0,7.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/12/1986,24.2,29.6,27,89,35.8,1.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/12/1986,24,31.2,26.9,88,7.2,8,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/12/1986,24.6,30.4,27.3,91,19.4,6.7,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/12/1986,24,29.4,26.7,90,16,5.8,4,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/12/1986,23,30.2,26.3,88,0.2,4.8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/12/1986,26,31,28.5,78,0,6.9,4,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/12/1986,25,30.4,27,90,3.7,2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/12/1986,23.8,31,26.8,88,23.8,7.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/12/1986,23.8,31,26.1,87,12.8,5.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/12/1986,23.8,30.2,26.6,88,5.6,5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/12/1986,23.8,30.6,26.9,88,31.2,7.8,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/12/1986,24.6,29.1,26.3,93,50.4,3.1,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/12/1986,23,29,24.7,93,13.8,1.8,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/12/1986,22,30.6,26.1,87,0,8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/12/1986,23.6,30.6,26.8,87,15.7,6.7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/12/1986,25,29.4,26,95,106.7,2.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/12/1986,23.2,30.2,26.1,91,0.2,5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/12/1986,23.6,30.4,26.7,90,1.7,6.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/12/1986,24.2,30.4,26.7,89,5.2,7.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/12/1986,24.6,30,26.9,89,0,3.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/12/1986,24,31.2,26.9,88,0,6.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/12/1986,23.5,31.6,26.8,87,8888,7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/01/1987,24.2,27.4,25.7,93,7.4,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/01/1987,24,31.8,27.4,84,3.8,7,2,NE,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/01/1987,24.6,31.4,27.3,89,63.2,5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/01/1987,23.8,29.9,26.2,89,0.2,4.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/01/1987,23.4,30.2,26.7,86,38.5,4.9,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/01/1987,24,30,26.5,90,21.5,3.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/01/1987,24.2,30.5,26.7,88,0,5.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/01/1987,24.6,29.8,25.6,93,20.4,2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/01/1987,23.6,29.4,26.2,90,0,0.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/01/1987,24.2,29.6,25.8,92,16.4,2.8,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/01/1987,23.2,29.6,25.3,92,19.4,0.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/01/1987,23.8,29.6,26,94,29.4,1.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/01/1987,23.6,29.8,26.3,88,4.8,3.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/01/1987,24,30.8,26.9,88,48.3,3.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/01/1987,24,29.2,26.2,88,0,0.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/01/1987,24.4,30.4,27.4,84,0,8,3,9999,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/01/1987,25.8,29.5,27.7,86,3.6,2.7,4,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/01/1987,25.1,30.6,27.7,85,1.6,7.4,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/01/1987,25.4,30.2,27.3,88,29.2,5.8,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/01/1987,24,29.8,26.5,90,3.9,2.8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/01/1987,24,29.2,26.4,88,3.6,1.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/01/1987,24.2,30.8,26.9,89,25.2,7.8,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/01/1987,24,30.8,26.8,88,0,4.6,1,SW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/01/1987,24.2,30.4,26.9,88,1.8,6.7,3,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/01/1987,24.8,30.4,27.2,92,25.8,4,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/01/1987,23.6,27.6,25,94,12.5,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/01/1987,23.8,30.1,26.8,90,3,5.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/01/1987,23.2,29,25.3,92,3.8,1.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/01/1987,23.4,30.6,26.2,90,66,5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/01/1987,23.4,29,25.5,92,20.4,3.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/01/1987,23.2,29,25.7,90,2.4,6.4,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/02/1987,23.8,29.4,25.5,88,0,4,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/02/1987,23.8,30.2,27.3,82,1.7,5.5,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/02/1987,24.2,28.4,26.1,90,0,0,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/02/1987,24.4,30.1,27.2,85,0,7.7,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/02/1987,24.2,31.2,27,88,2.8,8,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/02/1987,24.8,27.7,25.4,92,16,0,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/02/1987,23.2,30,26.1,89,32.2,7,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/02/1987,23.6,30,26.4,89,0,4.6,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/02/1987,24.6,30.4,27.3,83,0,6.9,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/02/1987,26.2,29.2,27.3,86,22.4,1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/02/1987,24,29.8,27.5,84,0,7.7,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/02/1987,24.6,31.2,27.3,84,0,8,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/02/1987,23.6,30.8,26.8,87,0,8,3,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/02/1987,25,31,27.9,84,0,8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/02/1987,26.4,30.6,27.9,82,0,8,3,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/02/1987,26,30.6,27.7,84,0,7.6,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/02/1987,26.2,31,28.1,80,0,8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/02/1987,25.2,30.6,27.8,80,2.4,6.4,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/02/1987,24.4,31.6,28.3,81,0,7.7,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/02/1987,26,31.4,28.6,82,0,6.6,4,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/02/1987,26.8,30.8,28.2,82,0,6.6,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/02/1987,23.8,31,26.6,87,0,7.8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/02/1987,24.6,30.6,28.1,78,0,6.1,4,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/02/1987,26.6,30.8,28.2,82,0,4.3,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/02/1987,25.4,30.8,27.8,83,0,7.9,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/02/1987,26.4,31.4,28.6,80,0,6.4,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/02/1987,25.6,31,27.8,82,0,7.8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/02/1987,23.8,31.4,27.6,79,0,8,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/03/1987,23.2,32,27.1,82,0,7.2,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/03/1987,23.8,31.8,27.2,84,0,7.3,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/03/1987,22.8,31.2,26,87,0.7,5.9,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/03/1987,22.6,32.2,26.8,83,3.2,7.6,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/03/1987,24,28.2,25.4,92,11.2,0.4,9999,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/03/1987,24.4,29.4,26.2,91,0,2.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/03/1987,24.2,29,25.7,93,22.4,2,2,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/03/1987,23.8,30.8,26.2,89,0,4.7,9999,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/03/1987,23.6,30.6,25.6,93,0.8,3.9,9999,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/03/1987,23.2,31.6,26.9,87,2.6,4.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/03/1987,24,32,27.6,84,0,7,1,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/03/1987,24.6,33.4,28,84,27.8,6.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/03/1987,24,31,26.9,87,23.1,5.2,1,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/03/1987,23.8,32,26.7,88,0.3,6.6,3,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/03/1987,23.6,29.8,25.6,92,19.6,2.2,9999,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/03/1987,23.6,31.6,27.1,86,10.9,5.4,9999,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/03/1987,23.6,31.4,26.6,85,0.2,3.4,9999,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/03/1987,23.2,31.2,26.7,85,60.6,5.9,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/03/1987,22.8,30.4,26.4,86,5.9,1.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/03/1987,23.4,30.6,26.8,87,9.2,3.4,1,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/03/1987,23.4,29.8,26.2,88,0,4.4,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/03/1987,24,31.8,27.2,85,47.4,5.8,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/03/1987,23.4,29.8,26.6,86,2.8,7.3,1,W ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/03/1987,23.4,31.2,26.7,86,0,7.6,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/03/1987,23.6,32,27.6,86,0,8,2,NW,9999,9999
