Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir
Stasiun Meteorologi Rahadi Oesman,96615,24/11/2003,23.6,31.8,27.7,83,0,7.7,2,N ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,25/11/2003,25.2,31.4,27.3,87,41.2,5.6,2,N ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,26/11/2003,24.2,29.6,26.7,91,61.4,2.9,9999,W ,7,270
Stasiun Meteorologi Rahadi Oesman,96615,27/11/2003,24,30.8,27.3,86,36.9,5.2,2,N ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,28/11/2003,24,28.2,25.8,92,9,0.2,9999,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,29/11/2003,24.6,30.6,26.9,82,25.2,5.4,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,30/11/2003,24.4,30.2,26.9,88,4.9,4.2,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,01/12/2003,24,31.3,27.2,86,9.1,5.2,1,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,02/12/2003,24.4,30.6,27.2,85,86.4,7.4,2,N ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,03/12/2003,23.6,30.6,26.3,88,7,4.6,2,W ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,04/12/2003,23.6,31,25.9,89,57.3,3.7,1,N ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,05/12/2003,24,31,26.4,89,12.3,4,2,N ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,06/12/2003,24,30.4,26.9,88,8,3.4,1,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,07/12/2003,24.2,31.4,27.3,86,7.2,4.7,1,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,08/12/2003,24.6,30.2,27.6,86,5.8,5.7,2,N ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,09/12/2003,24.2,30.2,25.6,92,15.9,1,1,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,10/12/2003,23,29.6,26.8,85,3.5,2.2,2,N ,5,200
Stasiun Meteorologi Rahadi Oesman,96615,11/12/2003,25,31.8,27.4,85,0.4,5.4,2,N ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,12/12/2003,24.2,31.6,27.4,84,29.3,8,2,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,13/12/2003,24,29.2,26.4,90,48.1,1.6,3,W ,7,180
Stasiun Meteorologi Rahadi Oesman,96615,14/12/2003,24,28.2,26.2,89,4.6,0,1,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,15/12/2003,24,31.6,27.3,86,0,5.2,2,NW,4,280
Stasiun Meteorologi Rahadi Oesman,96615,16/12/2003,24.6,30.6,28.1,80,20.4,8,2,NW,4,330
Stasiun Meteorologi Rahadi Oesman,96615,17/12/2003,23.8,30,26.5,89,5.5,2,3,N ,6,280
Stasiun Meteorologi Rahadi Oesman,96615,18/12/2003,22.8,30.6,26.1,86,19.1,7,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,19/12/2003,23.2,30.2,26.4,88,18.8,9999,2,NW,4,290
Stasiun Meteorologi Rahadi Oesman,96615,20/12/2003,23.8,30.8,27.7,85,9,5.3,2,N ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,21/12/2003,24.4,30.4,27.7,83,16.7,2.8,3,W ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,22/12/2003,23.6,28.8,26.9,84,2.4,0,2,W ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,23/12/2003,25,29.8,27.1,86,0,3.9,4,W ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,24/12/2003,24.8,30.4,27.5,85,0,4.5,2,NW,5,330
Stasiun Meteorologi Rahadi Oesman,96615,25/12/2003,24.4,31.4,28.1,82,0,7.7,3,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,26/12/2003,25,30.8,27.4,83,0,7.1,3,NW,5,330
Stasiun Meteorologi Rahadi Oesman,96615,27/12/2003,25.4,31,27.8,79,0,6.6,3,N ,5,10
Stasiun Meteorologi Rahadi Oesman,96615,28/12/2003,25.6,31.4,28,86,2,6.2,3,N ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,29/12/2003,24.4,31.2,27.6,84,1,6,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,30/12/2003,24.6,28.2,26.1,90,30.2,0.4,9999,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,31/12/2003,24,31.4,27.8,84,0,4.6,2,NW,4,310
Stasiun Meteorologi Rahadi Oesman,96615,01/01/2004,25.6,31.4,28.3,84,0,8,3,NW,5,320
Stasiun Meteorologi Rahadi Oesman,96615,02/01/2004,25.2,31,28.1,82,3.8,7.2,5,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,03/01/2004,25.4,31,28.1,84,0,6,3,NW,4,360
Stasiun Meteorologi Rahadi Oesman,96615,04/01/2004,26.4,32,28.4,81,1.2,8,3,NW,4,340
Stasiun Meteorologi Rahadi Oesman,96615,05/01/2004,25.4,31,27.5,86,0,6.1,3,W ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,06/01/2004,24.6,31.2,27.4,84,0,6.4,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,07/01/2004,24.4,31,27.8,84,0,7.6,2,N ,5,290
Stasiun Meteorologi Rahadi Oesman,96615,08/01/2004,25.4,31.8,27.9,82,0,8,1,N ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,09/01/2004,24.6,31.8,28,83,0,7.2,1,N ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,10/01/2004,24.2,31.6,27,87,30.8,6.5,1,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,11/01/2004,23.6,31.6,27,85,0,7,9999,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,12/01/2004,24,31.4,28.1,83,34.2,7.7,1,N ,3,70
Stasiun Meteorologi Rahadi Oesman,96615,13/01/2004,24,31.8,27.4,86,21.6,6.5,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,14/01/2004,24,31.2,26.9,87,8.4,2.8,1,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,15/01/2004,24.6,30,27.1,87,0,1.3,1,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,16/01/2004,25.2,31.8,28,84,17.2,7.6,2,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,17/01/2004,25.2,30.8,26.7,88,0,3,2,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,18/01/2004,24.2,31.8,27.4,86,11.4,4.8,1,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,19/01/2004,24.4,29.8,26.5,88,32.6,2.7,2,N ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,20/01/2004,23.6,29.8,26,88,3.8,0.3,9999,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,21/01/2004,23.6,31.4,27.8,82,0.5,7.5,1,N ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,22/01/2004,24,31.4,27.3,84,0,4.3,1,N ,3,70
Stasiun Meteorologi Rahadi Oesman,96615,23/01/2004,24.2,29.8,26.4,90,13,2.6,9999,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,24/01/2004,25,30.8,27.1,88,102.7,5.5,2,N ,4,210
Stasiun Meteorologi Rahadi Oesman,96615,25/01/2004,23.8,30.6,26.7,89,0,6.4,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,26/01/2004,24.6,31.4,27.8,82,102.5,7.4,3,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,27/01/2004,23.6,30.6,26.3,88,2.9,7.8,1,N ,4,200
Stasiun Meteorologi Rahadi Oesman,96615,28/01/2004,23.6,31,26.2,91,6.6,3.6,9999,N ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,29/01/2004,24.2,31.6,27.2,87,25.3,7.7,2,N ,5,250
Stasiun Meteorologi Rahadi Oesman,96615,30/01/2004,23.4,28.6,25.3,90,0.9,0,1,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,31/01/2004,24,31.6,27.4,85,0,6,2,N ,6,360
Stasiun Meteorologi Rahadi Oesman,96615,01/02/2004,24.4,31.8,27.1,88,109.9,3.9,1,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,02/02/2004,23.2,30.4,26.8,87,133.1,0.4,1,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,03/02/2004,23,27.2,24.9,94,1.4,0,1,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,04/02/2004,23.4,31.2,26.9,87,0,6.5,1,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,05/02/2004,24.2,32,27.8,86,0,7.3,1,N ,3,70
Stasiun Meteorologi Rahadi Oesman,96615,06/02/2004,24.2,32,27.8,84,26.3,8,1,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,07/02/2004,23,29,25.6,86,0,0,2,N ,4,36
Stasiun Meteorologi Rahadi Oesman,96615,08/02/2004,23.4,30.2,26.6,85,0,3.8,2,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,09/02/2004,24.2,31,27.5,82,0,7.6,3,W ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,10/02/2004,24.8,30.6,28,83,0,7.2,3,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,11/02/2004,24.6,31.4,27.8,81,0,8,3,W ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,12/02/2004,24,31.6,27.5,84,0.4,7.9,3,N ,7,240
Stasiun Meteorologi Rahadi Oesman,96615,13/02/2004,25.6,30.8,27.9,77,1.4,7.2,3,N ,7,350
Stasiun Meteorologi Rahadi Oesman,96615,14/02/2004,25.4,31.8,28.1,80,0,8,3,N ,6,310
Stasiun Meteorologi Rahadi Oesman,96615,15/02/2004,25,31.4,28.2,80,0,8,4,N ,5,310
Stasiun Meteorologi Rahadi Oesman,96615,16/02/2004,25.6,31.2,27.8,80,0,8,3,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,17/02/2004,26,31.8,28.5,82,0,6.8,3,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,18/02/2004,25.6,30.4,28,80,0,3.9,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,19/02/2004,25,30.8,27.4,86,0,3.5,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,20/02/2004,25,31.2,27.8,84,22,4.3,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,21/02/2004,25,30,26.2,93,7.3,2.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/02/2004,24.8,31,26.9,91,0,3.1,9999,N ,3,310
Stasiun Meteorologi Rahadi Oesman,96615,23/02/2004,25,31.8,28.1,83,0,5.2,1,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,24/02/2004,24.4,29.8,26.6,89,0,1.3,9999,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,25/02/2004,24.8,31,27.1,89,0,8,9999,N ,4,10
Stasiun Meteorologi Rahadi Oesman,96615,26/02/2004,23.6,31.8,29.9,87,0,6.9,2,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,27/02/2004,24.4,31.8,27.9,83,0,6.8,2,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,28/02/2004,24.4,32.6,27.9,82,0,8,2,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,29/02/2004,24.4,32.2,27.5,82,0,8,9999,N ,3,300
Stasiun Meteorologi Rahadi Oesman,96615,01/03/2004,25.4,32,28.5,84,0,7.9,1,N ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,02/03/2004,24,31.6,27.3,85,20,4.8,9999,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,03/03/2004,24,31.8,27.4,86,36.6,5.2,1,N ,3,310
Stasiun Meteorologi Rahadi Oesman,96615,04/03/2004,24.2,30.2,26.6,88,0.1,2.8,2,N ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,05/03/2004,24,32,27.3,83,1.4,8,2,N ,5,250
Stasiun Meteorologi Rahadi Oesman,96615,06/03/2004,24,31.2,26.9,88,0.6,4.4,1,N ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,07/03/2004,24.2,32.4,27.6,83,71.5,7.3,2,N ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,08/03/2004,23.6,27.8,25.5,90,16.4,0,9999,NW,7,230
Stasiun Meteorologi Rahadi Oesman,96615,09/03/2004,23.6,29.2,26.7,88,0.6,1.1,2,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,10/03/2004,24,31.2,27.4,85,18,4.2,9999,N ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,11/03/2004,23,30.2,26.2,88,0,2.7,1,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,12/03/2004,23.4,31.4,28.2,83,0,3.8,1,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,13/03/2004,24.4,31.8,27.3,87,0,3.9,2,N ,3,310
Stasiun Meteorologi Rahadi Oesman,96615,14/03/2004,23.6,31.8,27.1,86,0,7.8,9999,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,15/03/2004,23.8,31,26.9,88,2.4,2.2,1,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,16/03/2004,25.2,31,25.8,94,13.9,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/03/2004,24.4,31.8,27.3,86,0,6.3,2,N ,5,310
Stasiun Meteorologi Rahadi Oesman,96615,18/03/2004,23,31.4,26.3,87,0,4.1,1,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,19/03/2004,23,32.2,27.9,83,0,8,2,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,20/03/2004,24.6,31.6,27.7,89,0.8,6.3,2,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,21/03/2004,24,32.8,28.9,81,0,7.3,2,N ,5,300
Stasiun Meteorologi Rahadi Oesman,96615,22/03/2004,25,32.4,28.4,82,0,8,2,N ,5,330
Stasiun Meteorologi Rahadi Oesman,96615,23/03/2004,25,31.8,27.9,83,0,8,2,N ,4,330
Stasiun Meteorologi Rahadi Oesman,96615,24/03/2004,25.2,32.4,28.2,83,0,7.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/03/2004,25.4,32.2,28.1,85,0,6.9,2,N ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,26/03/2004,24.8,32.4,27.8,85,0,8,2,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,27/03/2004,24.4,32,28.1,86,0,6.6,1,N ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,28/03/2004,24.6,32.4,27.8,86,0,5.8,1,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,29/03/2004,25.6,31.4,27.7,87,1.7,5,2,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,30/03/2004,23.8,32.4,27.5,83,23,6.7,1,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,31/03/2004,23.8,30,26.5,91,15.3,4.1,1,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,01/04/2004,23.8,30.8,27.2,89,1,4,9999,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,02/04/2004,23.6,30.6,26.8,90,8,2.2,9999,N ,4,80
Stasiun Meteorologi Rahadi Oesman,96615,03/04/2004,23.8,32,27,87,52,5.3,1,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,04/04/2004,24,28.8,26.3,90,8.3,0.6,9999,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,05/04/2004,24.4,31,26.8,89,0.5,5.9,2,N ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,06/04/2004,23.6,31.4,26.2,90,1.6,4.9,2,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,07/04/2004,23.8,32.6,27.6,86,12.4,6.2,1,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,08/04/2004,24,30.4,26.9,90,1.8,0.8,9999,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,09/04/2004,24.2,32.6,27.6,84,0,7.1,9999,N ,3,60
Stasiun Meteorologi Rahadi Oesman,96615,10/04/2004,24.2,31,27.1,90,3.6,4.8,1,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,11/04/2004,24,32.4,27.4,89,2,5.5,1,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,12/04/2004,24,33,28,83,0,8,2,N ,4,180
Stasiun Meteorologi Rahadi Oesman,96615,13/04/2004,24.4,34,28.7,84,0,7.8,3,SW,4,240
Stasiun Meteorologi Rahadi Oesman,96615,14/04/2004,25.4,33.4,28.7,84,21.6,6,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,15/04/2004,25,28.4,26.9,88,0,0,2,N ,4,240
Stasiun Meteorologi Rahadi Oesman,96615,16/04/2004,24,33,27.5,88,11.6,6.6,9999,N ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,17/04/2004,24.8,33,28.7,83,0,7.6,1,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,18/04/2004,24.2,33.2,27.7,85,2.4,5.8,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,19/04/2004,24,32.2,26.7,84,0.3,3.4,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,20/04/2004,24.4,32.8,27.4,90,4.8,6.9,2,N ,5,70
Stasiun Meteorologi Rahadi Oesman,96615,21/04/2004,24.8,30,26.5,91,0.3,0.9,9999,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,22/04/2004,23.6,31.8,27.3,86,7.4,6.6,1,N ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,23/04/2004,24,32.2,27.3,86,2,5,2,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,24/04/2004,24,30.2,26.5,92,7.9,2.6,1,N ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,25/04/2004,24,32.2,27,88,37,3.1,1,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,26/04/2004,24,32,27.4,89,92.5,6.7,1,N ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,27/04/2004,24,29,26.5,81,9.2,0.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/04/2004,24,33.8,26.8,88,24.3,7.3,1,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,29/04/2004,24.4,32,27.9,88,24.8,7.1,2,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,30/04/2004,24,31.4,26.3,92,4.5,4.3,1,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,01/05/2004,23,32.8,27.6,84,2.8,6.2,1,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,02/05/2004,23.6,32.8,27.8,86,6.8,8,1,N ,4,170
Stasiun Meteorologi Rahadi Oesman,96615,03/05/2004,24.6,33,27.6,85,0,6.2,2,E ,4,100
Stasiun Meteorologi Rahadi Oesman,96615,04/05/2004,24,33,28.8,83,0,6,2,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,05/05/2004,25,30.4,27.7,86,23.5,1.6,9999,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,06/05/2004,24.4,32.4,28.1,85,14.6,6.9,2,N ,4,210
Stasiun Meteorologi Rahadi Oesman,96615,07/05/2004,25.6,31.2,27.2,91,35.7,1,2,N ,8,270
Stasiun Meteorologi Rahadi Oesman,96615,08/05/2004,24,31.8,27.1,89,0,3.7,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,09/05/2004,25,33.4,28.6,82,0,8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,10/05/2004,25.4,34,29.2,83,0,7.7,2,N ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,11/05/2004,26.6,33.6,29.1,83,30.6,8,3,S ,4,100
Stasiun Meteorologi Rahadi Oesman,96615,12/05/2004,24,33,28.2,82,0,8,2,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,13/05/2004,24.8,33,28.4,82,0,8,2,N ,4,180
Stasiun Meteorologi Rahadi Oesman,96615,14/05/2004,24.6,33.2,28.4,81,0,8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,15/05/2004,25,34,28.8,80,0,8,1,N ,3,110
Stasiun Meteorologi Rahadi Oesman,96615,16/05/2004,24.2,34,29,80,0,8,2,N ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,17/05/2004,25,33.4,28.9,82,0,8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,18/05/2004,24.6,33.2,28.4,82,0,7.4,1,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,19/05/2004,24.8,33.2,29,82,0,8,2,S ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,20/05/2004,25.8,34,29.4,78,0,8,3,E ,5,70
Stasiun Meteorologi Rahadi Oesman,96615,21/05/2004,24,33.4,28.2,84,0,7.8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,22/05/2004,24.6,33.4,28.5,84,32.3,7.3,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,23/05/2004,25.4,31,26.8,96,30.4,3,1,N ,4,130
Stasiun Meteorologi Rahadi Oesman,96615,24/05/2004,23,32.4,29.8,84,0,5,1,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,25/05/2004,23.8,33,25.9,83,0,6,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,26/05/2004,23.8,32.4,25.8,90,36.8,5,1,N ,4,160
Stasiun Meteorologi Rahadi Oesman,96615,27/05/2004,24,31.2,27,88,166.4,5.8,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,28/05/2004,22.4,31.4,25.8,86,8.5,4.7,1,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,29/05/2004,22.4,31.2,27.1,86,0.6,5,1,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,30/05/2004,23.8,29.8,25,96,46.6,1.4,1,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,31/05/2004,23.8,30.2,24.5,94,21.5,0.1,2,N ,13,290
Stasiun Meteorologi Rahadi Oesman,96615,01/06/2004,23.2,29,25.7,91,26.8,0.6,2,N ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,02/06/2004,23.6,29.4,26.3,89,8,3.8,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,03/06/2004,23,30.6,26.3,86,0,7.4,2,N ,5,220
Stasiun Meteorologi Rahadi Oesman,96615,04/06/2004,23.2,31.8,27.5,82,0,8,3,W ,3,200
Stasiun Meteorologi Rahadi Oesman,96615,05/06/2004,23.6,32.4,27.6,79,0,8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,06/06/2004,24,31.6,27.6,82,0,8,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,07/06/2004,24,33,28,82,0,7.6,2,N ,4,130
Stasiun Meteorologi Rahadi Oesman,96615,08/06/2004,25.2,32,27,88,17,3.4,3,N ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,09/06/2004,23.6,31.4,27,86,28.2,6.6,1,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,10/06/2004,24,31.2,27,86,0,2.9,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,11/06/2004,24,32.8,28,82,0,6.5,1,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,12/06/2004,25,33,28.8,83,0,8,2,N ,4,100
Stasiun Meteorologi Rahadi Oesman,96615,13/06/2004,25.4,33.4,28.7,82,0,8,3,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,14/06/2004,25,33.2,28.8,80,0,8,2,N ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,15/06/2004,25,31.6,27,88,0,7,4,E ,8,90
Stasiun Meteorologi Rahadi Oesman,96615,16/06/2004,24.4,32,27.6,80,0,8,3,E ,6,80
Stasiun Meteorologi Rahadi Oesman,96615,17/06/2004,21.4,32,27.7,80,0,7.4,2,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,18/06/2004,23,32.4,27,78,0,7.7,9999,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,19/06/2004,23,31.8,27.3,84,0,8,4,S ,4,160
Stasiun Meteorologi Rahadi Oesman,96615,20/06/2004,24.2,32.4,27.5,80,0,8,2,N ,5,100
Stasiun Meteorologi Rahadi Oesman,96615,21/06/2004,23.4,32.6,27.6,80,0,8,3,S ,5,180
Stasiun Meteorologi Rahadi Oesman,96615,22/06/2004,22.4,32.2,26.9,82,0,8,3,S ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,23/06/2004,23,31.8,27.2,84,0,8,2,N ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,24/06/2004,24.6,32.2,27.6,80,0,7,3,E ,6,100
Stasiun Meteorologi Rahadi Oesman,96615,25/06/2004,23.6,32.4,27.8,80,0,8,3,E ,6,110
Stasiun Meteorologi Rahadi Oesman,96615,26/06/2004,23,32.2,27.1,81,0,7.4,3,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,27/06/2004,23.2,32,27,82,0.2,6.2,2,N ,8,260
Stasiun Meteorologi Rahadi Oesman,96615,28/06/2004,24.2,31.6,27.1,83,0,6.5,2,N ,5,120
Stasiun Meteorologi Rahadi Oesman,96615,29/06/2004,23,32,26.9,80,0,8,3,N ,5,160
Stasiun Meteorologi Rahadi Oesman,96615,30/06/2004,23,32.8,26.9,78,0,8,3,N ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,01/07/2004,23.2,32.8,27.5,77,6,6.6,4,SE,8,90
Stasiun Meteorologi Rahadi Oesman,96615,02/07/2004,24.2,32.8,27.5,85,0,7,2,N ,4,110
Stasiun Meteorologi Rahadi Oesman,96615,03/07/2004,24.4,32.6,27.9,85,0,8,2,N ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,04/07/2004,24.6,32.2,28,82,1,5.2,3,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,05/07/2004,23.4,32.8,26.9,88,4.6,4.6,2,N ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,06/07/2004,24,32.8,27.3,86,4.4,4.9,2,N ,5,100
Stasiun Meteorologi Rahadi Oesman,96615,07/07/2004,24,31.4,26.4,90,17.5,3.9,1,N ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,08/07/2004,23,26,24.4,91,7.1,0,2,N ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,09/07/2004,22.4,30.4,26.3,87,0,3.8,1,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,10/07/2004,23.2,32.2,27,85,0,6.6,9999,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,11/07/2004,23.4,31.6,26.9,85,7.8,6.2,2,N ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,12/07/2004,23.4,31,26.4,88,8888,3.4,2,N ,3,70
Stasiun Meteorologi Rahadi Oesman,96615,13/07/2004,23,31.4,26.4,84,0,7.5,2,N ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,14/07/2004,23.2,31,27,87,10.4,3.8,1,N ,4,100
Stasiun Meteorologi Rahadi Oesman,96615,15/07/2004,23.2,32,26.7,84,0,6.6,2,E ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,16/07/2004,23,32,27.1,81,0,8,2,N ,4,80
