"","YYYYMMDD","HHMM","sat","lat","lon","T21","T31","sample","FRP","conf","type","year","CLUSTER_ID","coords.x1","coords.x2","freq","Duplicate"
"3211",2009-08-06,"316","T",-1.805,110.102,321.9,301.9,884,11.9,27,"0","2009",70942,400119.863940421,9800467.27527126,2,"Not Unique"
"3736",2009-09-07,"615","A",-1.404,110.102,348.4,305.7,779,47.4,94,"0","2009",70964,400100.408874544,9844795.79661446,2,"Unique"
"6863",2015-09-03,"1519","T",-1.404,110.102,307.2,293.6,452,6.5,71,"0","2015",70964,400100.408874544,9844795.79661446,2,"Unique"
"89",2002-08-14,"1814","A",-1.903,110.103,301.1,290.9,724,5,38,"0","2002",71019,400236.585781687,9789633.90144795,2,"Unique"
"4900",2012-09-15,"611","A",-1.903,110.103,327.7,299,797,17.5,59,"0","2012",71019,400236.585781687,9789633.90144795,2,"Unique"
"32",2001-08-27,"1525","TRUE",-1.898,110.103,301.6,282.5,452,5.6,7,"0","2001",71020,400236.298781819,9790186.62768896,2,"Unique"
"3284",2009-08-10,"1512","T",-1.898,110.103,305.7,293.9,630,4.2,59,"0","2009",71020,400236.298781819,9790186.62768896,2,"Unique"
"467",2002-09-06,"1819","A",-1.744,110.103,304.4,291.1,880,5.7,50,"0","2002",71036,400227.82883852,9807210.58099442,2,"Unique"
"5088",2012-10-03,"1821","A",-1.744,110.103,300.5,289.5,885,3.4,29,"0","2012",71036,400227.82883852,9807210.58099442,2,"Unique"
"511",2002-09-11,"323","T",-1.743,110.103,330.9,299.8,1030,31.4,55,"0","2002",71037,400227.776178909,9807321.12605404,2,"Unique"
"5252",2013-10-01,"541","A",-1.743,110.103,316,293.2,1301,47.1,36,"0","2013",71037,400227.776178909,9807321.12605404,2,"Unique"
"3092",2009-07-28,"621","A",-1.397,110.103,312.9,283.8,617,9,63,"0","2009",71049,400211.36866597,9845569.65224756,2,"Not Unique"
"3136",2009-08-01,"258","T",-1.397,110.103,316.4,299.3,395,10.5,71,"0","2009",71049,400211.36866597,9845569.65224756,2,"Not Unique"
"2950",2008-08-05,"600","A",-1.393,110.103,312.9,293.3,1063,10.4,64,"0","2008",71052,400211.200122243,9846011.83104371,2,"Unique"
"6811",2015-09-01,"1531","T",-1.393,110.103,304.7,293.4,209,10.1,20,"0","2015",71052,400211.200122243,9846011.83104371,2,"Unique"
"6547",2015-08-18,"258","T",-1.39,110.103,318.3,300.9,408,11.7,56,"0","2015",71054,400211.074031541,9846343.46513117,2,"Not Unique"
"6723",2015-08-31,"228","T",-1.39,110.103,311.5,294.3,7,52.2,41,"0","2015",71054,400211.074031541,9846343.46513117,2,"Not Unique"
"1136",2004-08-20,"634","A",-1.906,110.104,328.3,301,218,40.4,81,"0","2004",71111,400347.98623244,9789302.32357751,2,"Unique"
"5505",2014-08-03,"1454","T",-1.906,110.104,304.5,291.3,1078,8,60,"0","2014",71111,400347.98623244,9789302.32357751,2,"Unique"
"327",2002-09-01,"1507","T",-1.905,110.104,302.4,288.8,789,4.1,49,"0","2002",71112,400347.928745692,9789412.86880166,2,"Unique"
"1734",2006-08-16,"303","T",-1.905,110.104,315.8,294.9,564,6.6,32,"0","2006",71112,400347.928745692,9789412.86880166,2,"Unique"
"893",2003-08-11,"626","A",-1.904,110.104,316.8,299.4,337,10.9,66,"0","2003",71113,400347.871289102,9789523.41402455,2,"Unique"
"3207",2009-08-05,"1454","T",-1.904,110.104,303.4,292.9,1076,6.3,55,"0","2009",71113,400347.871289102,9789523.41402455,2,"Unique"
"1403",2004-09-05,"634","A",-1.799,110.104,317.3,296.7,217,16.6,33,"0","2004",71123,400342.006181832,9801130.65556998,2,"Unique"
"4938",2012-09-22,"1839","A",-1.799,110.104,303.5,290.1,1217,17.8,55,"0","2012",71123,400342.006181832,9801130.65556998,2,"Unique"
"1990",2006-08-27,"245","T",-1.731,110.104,314,299.4,181,16.9,26,"0","2006",71135,400338.385227123,9808647.71926095,2,"Unique"
"5624",2014-09-09,"547","A",-1.731,110.104,317.4,283.5,1244,38.7,65,"0","2014",71135,400338.385227123,9808647.71926095,2,"Unique"
"2947",2008-08-03,"612","A",-1.395,110.104,335.8,301.4,779,31.7,88,"0","2008",71141,400322.540633066,9845790.784031,2,"Unique"
"6757",2015-09-01,"311","T",-1.395,110.104,333.5,307.6,723,26.2,86,"0","2015",71141,400322.540633066,9845790.784031,2,"Unique"
"3062",2009-07-23,"304","T",-1.393,110.104,315.5,297.8,545,7.4,66,"0","2009",71142,400322.456515521,9846011.87336652,2,"Not Unique"
"3098",2009-07-30,"310","T",-1.393,110.104,309.6,278.6,713,7.8,68,"0","2009",71142,400322.456515521,9846011.87336652,2,"Not Unique"
"3004",2008-11-05,"328","T",-1.389,110.104,313.1,296.3,1127,14,70,"0","2008",71145,400322.28864242,9846454.05202653,2,"Unique"
"3740",2009-09-07,"1837","A",-1.389,110.104,306.9,293.7,1132,11.1,20,"0","2009",71145,400322.28864242,9846454.05202653,2,"Unique"
"3960",2009-09-27,"1512","T",-1.457,110.105,324,295,617,19.7,100,"0","2009",71223,400436.461415649,9838937.05699494,2,"Not Unique"
"4155",2009-10-01,"227","T",-1.457,110.105,310.7,288.4,6,40.9,18,"0","2009",71223,400436.461415649,9838937.05699494,2,"Not Unique"
"4734",2012-08-09,"257","T",-1.899,110.106,324.6,297.8,404,17.8,59,"0","2012",71276,400570.04104131,9790076.25528095,2,"Unique"
"5625",2014-09-09,"1809","A",-1.899,110.106,303.7,287.1,565,5.4,56,"0","2014",71276,400570.04104131,9790076.25528095,2,"Unique"
"16",2001-08-25,"1538","TRUE",-1.891,110.106,305.3,293.3,209,11.5,64,"0","2001",71281,400569.584701949,9790960.61648447,3,"Unique"
"67",2002-07-29,"552","A",-1.891,110.106,316.5,295.2,1172,23.6,71,"0","2002",71281,400569.584701949,9790960.61648447,3,"Unique"
"1155",2004-08-21,"539","A",-1.891,110.106,327.7,290.7,1303,120.4,84,"0","2004",71281,400569.584701949,9790960.61648447,3,"Unique"
"2482",2006-10-08,"617","A",-1.799,110.106,322.7,301.8,613,10.6,30,"0","2006",71292,400564.475221237,9801130.76467462,2,"Unique"
"3225",2009-08-06,"615","A",-1.799,110.106,331.3,305.3,795,18.3,28,"0","2009",71292,400564.475221237,9801130.76467462,2,"Unique"
"3982",2009-09-27,"1812","A",-1.457,110.106,306.6,294.7,557,6,69,"0","2009",71314,400547.714675633,9838937.1011618,2,"Unique"
"6861",2015-09-03,"1519","T",-1.457,110.106,309.2,294.6,453,8.2,77,"0","2015",71314,400547.714675633,9838937.1011618,2,"Unique"
"3836",2009-09-11,"1512","T",-1.407,110.106,315.2,295.5,616,10.5,90,"0","2009",71319,400545.559246693,9844464.33329299,2,"Unique"
"7489",2015-09-22,"328","T",-1.407,110.106,318.4,296.3,1127,16.7,48,"0","2015",71319,400545.559246693,9844464.33329299,2,"Unique"
"4170",2010-02-28,"626","A",-2.193,110.107,319.7,295.3,467,10,51,"0","2010",71376,400699.355291321,9757575.9890499,2,"Not Unique"
"4171",2010-02-28,"626","A",-2.193,110.107,319.7,295.3,467,10,51,"0","2010",71376,400699.355291321,9757575.9890499,2,"Not Unique"
"419",2002-09-04,"317","T",-1.736,110.107,330.6,300.1,890,26.3,85,"0","2002",71397,400672.361489705,9808095.15201644,2,"Unique"
"6676",2015-08-23,"612","A",-1.736,110.107,317.9,295.2,790,9.3,64,"0","2015",71397,400672.361489705,9808095.15201644,2,"Unique"
"7344",2015-09-14,"1500","T",-1.404,110.107,316.4,293.5,938,15.7,93,"0","2015",71412,400656.688097292,9844796.00966021,2,"Not Unique"
"7662",2015-09-28,"1512","T",-1.404,110.107,300.9,285.7,626,2.5,7,"0","2015",71412,400656.688097292,9844796.00966021,2,"Not Unique"
"244",2002-08-28,"311","T",-1.876,110.108,325.9,309.1,736,11,32,"0","2002",71477,400791.193642112,9792618.9070399,2,"Unique"
"5280",2013-10-05,"654","A",-1.876,110.108,317.4,288.2,22,65.1,51,"0","2013",71477,400791.193642112,9792618.9070399,2,"Unique"
"1508",2006-04-10,"557","A",-1.468,110.108,316.1,293,1065,14.5,71,"0","2006",71491,400770.704312523,9837721.19862418,2,"Unique"
"5380",2014-02-04,"554","A",-1.468,110.108,320.6,299.6,1166,23.4,55,"0","2014",71491,400770.704312523,9837721.19862418,2,"Unique"
"4878",2012-09-13,"623","A",-1.909,110.109,327.7,297.1,468,18.9,67,"0","2012",71551,400904.296895696,9788970.97682802,2,"Unique"
"5914",2014-09-23,"559","A",-1.909,110.109,328.8,301.3,1070,30.7,50,"0","2014",71551,400904.296895696,9788970.97682802,2,"Unique"
"4466",2011-09-23,"648","A",-1.908,110.109,313.9,295.5,71,29.5,27,"0","2011",71552,400904.239639905,9789081.52190481,3,"Unique"
"5475",2014-06-26,"310","T",-1.908,110.109,316.7,299.3,733,6.9,68,"0","2014",71552,400904.239639905,9789081.52190481,3,"Unique"
"5499",2014-08-01,"1506","T",-1.908,110.109,305.9,293.2,801,5.6,66,"0","2014",71552,400904.239639905,9789081.52190481,3,"Unique"
"29",2001-08-27,"305","TRUE",-1.899,110.109,325.7,301.5,422,18.9,78,"0","2001",71555,400903.725687341,9790076.42753937,2,"Unique"
"1504",2006-03-23,"609","A",-1.899,110.109,321.9,299.4,788,11.5,74,"0","2006",71555,400903.725687341,9790076.42753937,2,"Unique"
"445",2002-09-04,"609","A",-1.736,110.109,324.7,292.2,796,16.4,46,"0","2002",71576,400894.837848419,9808095.25695197,2,"Not Unique"
"632",2002-09-15,"551","A",-1.736,110.109,369.7,296,1176,298.8,100,"0","2002",71576,400894.837848419,9808095.25695197,2,"Not Unique"
"6746",2015-08-31,"1448","T",-1.401,110.109,309.5,294.3,1163,19.2,47,"0","2015",71587,400879.073336263,9845127.72811825,2,"Not Unique"
"7253",2015-09-10,"1821","A",-1.401,110.109,311.8,293.8,877,10.8,83,"0","2015",71587,400879.073336263,9845127.72811825,2,"Not Unique"
"3249",2009-08-08,"304","T",-1.391,110.109,325,304.1,548,17.1,79,"0","2009",71590,400878.654496583,9846233.17330141,2,"Unique"
"4168",2009-12-21,"608","A",-1.391,110.109,314.3,299.5,931,8.5,66,"0","2009",71590,400878.654496583,9846233.17330141,2,"Unique"
"4872",2012-09-06,"617","A",-1.801,110.11,318.5,296.7,623,8.7,22,"0","2012",71649,401009.520817358,9800909.89232418,2,"Unique"
"7364",2015-09-15,"323","T",-1.801,110.11,318.8,300.8,1025,11.4,34,"0","2015",71649,401009.520817358,9800909.89232418,2,"Unique"
"4380",2011-08-26,"328","T",-1.761,110.11,320.1,297.3,1134,27.2,77,"0","2011",71656,401007.385939555,9805331.68798794,2,"Unique"
"4531",2011-09-29,"611","A",-1.761,110.11,360.5,305.3,791,82.1,100,"0","2011",71656,401007.385939555,9805331.68798794,2,"Unique"
"4484",2011-09-27,"623","A",-1.759,110.11,313.9,277.4,463,10.4,46,"0","2011",71657,401007.280453919,9805552.777722,4,"Not Unique"
"4550",2011-09-30,"1738","A",-1.759,110.11,309.3,289.7,50,51.1,77,"0","2011",71657,401007.280453919,9805552.777722,4,"Not Unique"
"5074",2012-10-01,"611","A",-1.759,110.11,322.3,301.7,792,10.7,23,"0","2012",71657,401007.280453919,9805552.777722,4,"Not Unique"
"7195",2015-09-10,"1525","T",-1.759,110.11,303.9,293.7,325,5.9,57,"0","2015",71657,401007.280453919,9805552.777722,4,"Not Unique"
"3052",2009-07-21,"615","A",-1.926,110.111,345.2,303.2,794,45.3,93,"0","2009",71727,401127.727632847,9787091.82647238,2,"Not Unique"
"3070",2009-07-23,"603","A",-1.926,110.111,315.7,294.6,1074,13.3,67,"0","2009",71727,401127.727632847,9787091.82647238,2,"Not Unique"
"5044",2012-09-29,"623","A",-1.907,110.111,339.6,306.6,469,34.8,88,"0","2012",71732,401126.637667478,9789192.1819792,2,"Unique"
"5324",2013-10-16,"636","A",-1.907,110.111,325.4,295.9,218,29,64,"0","2013",71732,401126.637667478,9789192.1819792,2,"Unique"
"15",2001-08-25,"317","TRUE",-1.9,110.111,331.3,298.6,746,23,84,"0","2001",71734,401126.238824245,9789965.99705124,3,"Unique"
"5693",2014-09-12,"618","A",-1.9,110.111,332.2,302.2,622,18.8,76,"0","2014",71734,401126.238824245,9789965.99705124,3,"Not Unique"
"5894",2014-09-23,"1524","T",-1.9,110.111,305.4,287,330,7.8,64,"0","2014",71734,401126.238824245,9789965.99705124,3,"Not Unique"
"4411",2011-08-26,"623","A",-1.762,110.111,340.3,299.6,465,41.3,90,"0","2011",71748,401118.675299036,9805221.19622245,2,"Unique"
"4979",2012-09-27,"635","A",-1.762,110.111,347.4,292.1,219,110.2,94,"0","2012",71748,401118.675299036,9805221.19622245,2,"Unique"
"1469",2005-08-31,"543","A",-1.433,110.111,328.4,291.5,1240,83.3,81,"0","2005",71763,401102.942364139,9841590.3893505,2,"Unique"
"1710",2006-08-14,"611","A",-1.433,110.111,373.1,300,774,122.9,100,"0","2006",71763,401102.942364139,9841590.3893505,2,"Unique"
"3739",2009-09-07,"1837","A",-1.394,110.111,307.7,293.9,1132,13.4,72,"0","2009",71769,401101.292130435,9845901.62384806,2,"Unique"
"6715",2015-08-29,"1757","A",-1.394,110.111,301.7,289.6,273,6.6,42,"0","2015",71769,401101.292130435,9845901.62384806,2,"Unique"
"3241",2009-08-06,"615","A",-1.393,110.111,336.2,303.9,785,30.4,87,"0","2009",71770,401101.250415345,9846012.1683038,2,"Unique"
"6695",2015-08-25,"559","A",-1.393,110.111,315,287.3,1066,14.2,69,"0","2015",71770,401101.250415345,9846012.1683038,2,"Unique"
"4218",2011-06-25,"611","A",-1.922,110.112,317.5,302.1,803,7.8,54,"0","2011",71826,401238.723882738,9787534.06447036,2,"Unique"
"6511",2015-08-16,"311","T",-1.922,110.112,316.9,298.5,742,5.8,44,"0","2015",71826,401238.723882738,9787534.06447036,2,"Unique"
"4098",2009-09-29,"1800","A",-1.46,110.112,303.3,292.5,279,6.2,37,"0","2009",71850,401215.364431118,9838605.73166527,2,"Not Unique"
"4111",2009-09-30,"322","T",-1.46,110.112,325.4,299.3,1020,20.5,50,"0","2009",71850,401215.364431118,9838605.73166527,2,"Not Unique"
"3094",2009-07-29,"1448","T",-1.393,110.112,313.4,289.4,1168,28.3,87,"0","2009",71862,401212.506565282,9846012.21024878,2,"Unique"
"6650",2015-08-22,"1455","T",-1.393,110.112,324.8,296.1,1059,35.8,100,"0","2015",71862,401212.506565282,9846012.21024878,2,"Unique"
"5041",2012-09-29,"623","A",-1.917,110.113,333.2,304.9,469,23.3,82,"0","2012",71915,401349.663831207,9788086.84711046,2,"Unique"
"6505",2015-08-15,"1449","T",-1.917,110.113,304.5,288.9,1166,12.3,49,"0","2015",71915,401349.663831207,9788086.84711046,2,"Unique"
"37",2001-08-29,"252","TRUE",-1.901,110.113,312.9,294.1,191,13.8,47,"0","2001",71918,401348.751614032,9789855.56642457,2,"Unique"
"4899",2012-09-15,"611","A",-1.901,110.113,336.9,300.3,796,30.2,88,"0","2012",71918,401348.751614032,9789855.56642457,2,"Unique"
"4732",2012-08-09,"257","T",-1.46,110.113,320.5,299.2,396,16.2,74,"0","2012",71941,401326.617331172,9838605.77557652,2,"Unique"
"6761",2015-09-01,"311","T",-1.46,110.113,315.8,301.7,725,6.5,38,"0","2015",71941,401326.617331172,9838605.77557652,2,"Unique"
"3029",2009-06-26,"622","A",-1.394,110.113,323.9,297.6,612,15.9,79,"0","2009",71945,401323.804306158,9845901.70775094,2,"Unique"
"3099",2009-07-30,"310","T",-1.394,110.113,312.1,279,714,10,71,"0","2009",71945,401323.804306158,9845901.70775094,2,"Unique"
"2946",2008-08-03,"612","A",-1.393,110.113,314.1,295.5,778,6.1,36,"0","2008",71946,401323.762684954,9846012.25214654,2,"Unique"
"3157",2009-08-01,"557","A",-1.393,110.113,317.5,285.8,1167,29.3,32,"0","2009",71946,401323.762684954,9846012.25214654,2,"Unique"
"4885",2012-09-15,"316","T",-1.905,110.114,327.1,301.8,891,17.9,78,"0","2012",72002,401460.206601067,9789413.44383948,2,"Not Unique"
"5070",2012-10-01,"611","A",-1.905,110.114,319.7,299.3,795,8.5,31,"0","2012",72002,401460.206601067,9789413.44383948,2,"Not Unique"
"661",2002-09-17,"247","T",-1.884,110.114,321.5,303.4,188,26.6,29,"0","2002",72007,401459.019747099,9791734.88692763,2,"Unique"
"4624",2012-06-27,"612","A",-1.884,110.114,320,298.7,791,10.6,54,"0","2012",72007,401459.019747099,9791734.88692763,2,"Unique"
"1897",2006-08-25,"553","A",-2.164,110.115,320,299.2,1170,21.5,46,"0","2006",72075,401587.135622039,9760782.32986688,2,"Unique"
"4167",2009-10-25,"614","A",-2.164,110.115,314,295.2,794,5.6,53,"0","2009",72075,401587.135622039,9760782.32986688,2,"Unique"
"1671",2006-08-14,"611","A",-1.783,110.115,328.7,300.1,781,19,63,"0","2006",72096,401564.730477673,9802899.96867803,2,"Unique"
"6774",2015-09-01,"311","T",-1.783,110.115,325.6,305.9,733,13,67,"0","2015",72096,401564.730477673,9802899.96867803,2,"Unique"
"2419",2006-10-07,"238","T",-1.461,110.115,311.1,294.4,101,20.1,41,"0","2006",72110,401549.166564207,9838495.31885183,2,"Unique"
"7110",2015-09-08,"611","A",-1.461,110.115,322.1,287.3,785,12.6,33,"0","2015",72110,401549.166564207,9838495.31885183,2,"Unique"
"4390",2011-08-26,"623","A",-1.917,110.116,341.7,304.9,468,40.6,85,"0","2011",72170,401683.344371251,9788087.01963487,2,"Unique"
"5248",2013-10-01,"1506","T",-1.917,110.116,313.2,285.8,794,11.7,86,"0","2013",72170,401683.344371251,9788087.01963487,2,"Unique"
"4386",2011-08-26,"328","T",-1.901,110.116,323.9,299,1136,34.2,75,"0","2011",72173,401682.435240605,9789855.73751114,2,"Unique"
"5137",2012-10-24,"322","T",-1.901,110.116,319.7,300.9,1025,14.8,29,"0","2012",72173,401682.435240605,9789855.73751114,2,"Unique"
"2304",2006-10-03,"559","A",-1.461,110.116,334.2,303.3,1058,40.7,73,"0","2006",72190,401660.419324488,9838495.36264453,2,"Unique"
"7619",2015-09-26,"1821","A",-1.461,110.116,315.8,293.2,879,15.5,92,"0","2015",72190,401660.419324488,9838495.36264453,2,"Unique"
"114",2002-08-17,"622","A",-1.442,110.116,321.3,303,461,12.5,42,"0","2002",72193,401659.598400519,9840595.70548627,2,"Not Unique"
"224",2002-08-21,"557","A",-1.442,110.116,318.5,300.5,1075,17,71,"0","2002",72193,401659.598400519,9840595.70548627,2,"Not Unique"
"5254",2013-10-03,"1453","T",-1.916,110.117,305.1,294.3,1074,8.2,63,"0","2013",72262,401794.514178444,9788197.6218599,2,"Unique"
"6543",2015-08-16,"1828","A",-1.916,110.117,306.8,293.8,1028,9.7,69,"0","2015",72262,401794.514178444,9788197.6218599,2,"Unique"
"2055",2006-08-31,"654","A",-1.88,110.117,343.8,291.9,21,347.4,92,"0","2006",72270,401792.482718791,9792177.23550931,2,"Unique"
"4126",2009-09-30,"621","A",-1.88,110.117,343.2,304.4,619,34.8,91,"0","2009",72270,401792.482718791,9792177.23550931,2,"Unique"
"4510",2011-09-28,"1750","A",-1.767,110.117,300.7,269.6,181,17.4,31,"0","2011",72281,401786.356402737,9804668.79027656,2,"Unique"
"5377",2014-02-04,"554","A",-1.767,110.117,317.8,300.2,1169,18.5,35,"0","2014",72281,401786.356402737,9804668.79027656,2,"Unique"
"5007",2012-09-28,"1803","A",-1.753,110.117,322.1,292.9,403,24.7,100,"0","2012",72285,401785.623813256,9806216.41547516,2,"Unique"
"6843",2015-09-03,"258","T",-1.753,110.117,324.5,298.6,411,18.1,76,"0","2015",72285,401785.623813256,9806216.41547516,2,"Unique"
"5079",2012-10-01,"1833","A",-1.748,110.117,303.1,291.6,1134,8.8,53,"0","2012",72286,401785.363585996,9806769.13870534,2,"Unique"
"6945",2015-09-05,"541","A",-1.748,110.117,324,297.4,1303,88.5,69,"0","2015",72286,401785.363585996,9806769.13870534,2,"Unique"
"666",2002-09-17,"1507","T",-1.735,110.117,314,294.2,780,10.2,83,"0","2002",72289,401784.690472729,9808206.21896908,2,"Unique"
"7741",2015-10-20,"1436","T",-1.735,110.117,308.9,293.6,1303,40.6,76,"0","2015",72289,401784.690472729,9808206.21896908,2,"Unique"
"3149",2009-08-01,"557","A",-1.93,110.118,319.1,295.1,1173,32.8,49,"0","2009",72351,401906.540506863,9786650.05159017,2,"Unique"
"5436",2014-02-18,"606","A",-1.93,110.118,319.3,287.7,941,13.4,67,"0","2014",72351,401906.540506863,9786650.05159017,2,"Unique"
"1397",2004-09-04,"551","A",-1.889,110.118,317.9,297.5,1171,25.6,37,"0","2004",72361,401904.215523842,9791182.38872617,2,"Unique"
"3409",2009-08-31,"310","T",-1.889,110.118,321.8,299.7,729,10.4,53,"0","2009",72361,401904.215523842,9791182.38872617,2,"Unique"
"4728",2012-08-08,"1435","T",-1.459,110.118,301.8,291.8,1302,22.3,45,"0","2012",72380,401882.838032457,9838716.53869824,2,"Unique"
"6906",2015-09-04,"636","A",-1.459,110.118,326.3,299.7,213,34.7,76,"0","2015",72380,401882.838032457,9838716.53869824,2,"Unique"
"812",2002-09-24,"1513","T",-1.901,110.119,308.3,276.8,618,9.1,74,"0","2002",72438,402016.118596371,9789855.90801785,2,"Unique"
"4961",2012-09-26,"257","T",-1.901,110.119,329,304,409,23,59,"0","2012",72438,402016.118596371,9789855.90801785,2,"Unique"
"1210",2004-08-23,"1749","A",-1.9,110.119,302.2,290.6,184,10.1,46,"0","2004",72439,402016.062220666,9789966.45278486,2,"Unique"
"5488",2014-07-30,"553","A",-1.9,110.119,370.4,290,1170,299.9,100,"0","2014",72439,402016.062220666,9789966.45278486,2,"Unique"
"5712",2014-09-13,"1745","A",-1.74,110.119,300.6,286.8,108,14.5,29,"0","2014",72454,402007.424054234,9807653.59981111,2,"Unique"
"6879",2015-09-03,"1815","A",-1.74,110.119,340.8,296.9,723,43.6,100,"0","2015",72454,402007.424054234,9807653.59981111,2,"Unique"
"4041",2009-09-28,"633","A",-1.458,110.119,353.3,303.1,315,93.6,97,"0","2009",72459,401994.047533376,9838827.12655981,2,"Unique"
"6807",2015-09-01,"1531","T",-1.458,110.119,303.8,293.3,209,10.3,57,"0","2015",72459,401994.047533376,9838827.12655981,2,"Unique"
"4653",2012-07-01,"1512","T",-1.907,110.12,304.7,291.7,627,4.5,61,"0","2012",72528,402127.684813756,9789192.69627481,2,"Unique"
"5437",2014-02-18,"606","A",-1.907,110.12,315.8,289.4,940,10.3,30,"0","2014",72528,402127.684813756,9789192.69627481,2,"Unique"
"4124",2009-09-30,"621","A",-1.898,110.12,331.2,301.4,619,15.8,45,"0","2009",72529,402127.177475399,9790187.59893249,2,"Unique"
"5325",2013-10-16,"636","A",-1.898,110.12,325.1,294.1,217,29.8,52,"0","2013",72529,402127.177475399,9790187.59893249,2,"Unique"
"6317",2014-10-08,"1442","T",-1.739,110.12,312.8,292.5,1244,41,86,"0","2014",72541,402118.610109629,9807764.19626524,2,"Not Unique"
"6349",2014-10-09,"1525","T",-1.739,110.12,306.4,289.2,322,9.1,68,"0","2014",72541,402118.610109629,9807764.19626524,2,"Not Unique"
