"","YYYYMMDD","HHMM","sat","lat","lon","T21","T31","sample","FRP","conf","type","year","CLUSTER_ID","coords.x1","coords.x2","freq","Duplicate"
"6957",2015-09-05,"1803","A",-1.813,110.242,318.4,293.3,417,20.1,97,"0","2015",81251,415692.74381906,9799590.03423971,2,"Unique"
"4560",2011-10-03,"1511","T",-1.768,110.243,323.7,285.3,613,20.7,98,"0","2011",81322,415801.920015171,9804564.4346249,2,"Not Unique"
"4570",2011-10-04,"629","A",-1.768,110.243,397.5,306.6,314,362.9,87,"0","2011",81322,415801.920015171,9804564.4346249,2,"Not Unique"
"1751",2006-08-16,"559","A",-1.969,110.246,325,301.8,1058,26.1,74,"0","2006",81519,416145.151680949,9782345.78597663,2,"Not Unique"
"1805",2006-08-17,"642","A",-1.969,110.246,326.9,298,125,67.4,81,"0","2006",81519,416145.151680949,9782345.78597663,2,"Not Unique"
"3405",2009-08-31,"310","T",-1.806,110.246,351.6,297.8,741,57.1,96,"0","2009",81522,416137.341306454,9800364.0079807,2,"Not Unique"
"3428",2009-08-31,"609","A",-1.806,110.246,406.4,304.7,930,354,100,"0","2009",81522,416137.341306454,9800364.0079807,2,"Not Unique"
"3680",2009-09-07,"615","A",-1.751,110.25,361,303.2,771,83.7,100,"0","2009",81793,416579.791565245,9806443.94725627,2,"Unique"
"4557",2011-10-03,"251","T",-1.751,110.25,341.4,298.2,287,61.7,90,"0","2011",81793,416579.791565245,9806443.94725627,2,"Unique"
"3432",2009-08-31,"609","A",-1.795,110.255,333.3,301.9,929,26.8,71,"0","2009",82171,417137.914710232,9801580.37064854,2,"Unique"
"4135",2009-09-30,"621","A",-1.795,110.255,353.4,307.3,602,55.9,97,"0","2009",82171,417137.914710232,9801580.37064854,2,"Unique"
"3357",2009-08-28,"1800","A",-1.787,110.255,357,290.4,292,133.4,100,"0","2009",82172,417137.555313775,9802464.69778817,2,"Unique"
"3891",2009-09-22,"1454","T",-1.787,110.255,304.5,292,1061,8.3,60,"0","2009",82172,417137.555313775,9802464.69778817,2,"Unique"
"3404",2009-08-31,"310","T",-1.799,110.256,324,297.2,742,13.4,48,"0","2009",82253,417249.325329539,9801138.25242625,2,"Not Unique"
"3413",2009-08-31,"1530","T",-1.799,110.256,320.8,291.7,209,40.6,100,"0","2009",82253,417249.325329539,9801138.25242625,2,"Not Unique"
"949",2003-09-02,"257","T",-2.143,110.259,370.3,304,420,136.9,100,"0","2003",82483,417599.931442949,9763112.27726164,2,"Unique"
"6434",2015-06-23,"643","A",-2.143,110.259,312.6,294.2,127,22.6,64,"0","2015",82483,417599.931442949,9763112.27726164,2,"Unique"
"4013",2009-09-28,"334","T",-1.79,110.259,337.3,299.8,1226,98.9,83,"0","2009",82490,417582.613200279,9802133.2553534,2,"Not Unique"
"4049",2009-09-29,"239","T",-1.79,110.259,326.5,298.4,113,54,55,"0","2009",82490,417582.613200279,9802133.2553534,2,"Not Unique"
"2355",2006-10-05,"547","A",-2.033,110.262,330.9,290.3,1237,85.4,84,"0","2006",82722,417927.846802218,9775271.95928098,2,"Not Unique"
"2500",2006-10-10,"1529","T",-2.033,110.262,305.2,292,216,11.3,63,"0","2006",82722,417927.846802218,9775271.95928098,2,"Not Unique"
"3349",2009-08-28,"1500","T",-1.782,110.262,342.1,268.2,931,58.9,100,"0","2009",82727,417915.950385915,9803017.71557881,2,"Not Unique"
"3384",2009-08-29,"621","A",-1.782,110.262,435.3,308.2,605,536.9,100,"0","2009",82727,417915.950385915,9803017.71557881,2,"Not Unique"
"3346",2009-08-28,"1500","T",-1.791,110.263,420.9,281.8,931,507.2,100,"0","2009",82800,418027.580527132,9802022.89392521,2,"Not Unique"
"3380",2009-08-29,"621","A",-1.791,110.263,426.3,312.3,605,444.5,100,"0","2009",82800,418027.580527132,9802022.89392521,2,"Not Unique"
"3766",2009-09-08,"1441","T",-1.724,110.268,401.7,295.3,1239,1001.8,100,"0","2009",83229,418580.831175559,9809429.33215469,2,"Not Unique"
"3782",2009-09-08,"1742","A",-1.724,110.268,306.8,275.8,56,46.9,66,"0","2009",83229,418580.831175559,9809429.33215469,2,"Not Unique"
"2499",2006-10-10,"1529","T",-2.04,110.269,307,291.8,216,13.7,52,"0","2006",83321,418706.702421941,9774498.5273559,2,"Unique"
"6262",2014-10-07,"611","A",-2.04,110.269,336.5,297.8,778,29.5,87,"0","2014",83321,418706.702421941,9774498.5273559,2,"Unique"
"2483",2006-10-08,"617","A",-1.693,110.27,326.5,300.5,593,16.9,78,"0","2006",83398,418801.99826236,9812856.17063883,2,"Unique"
"6013",2014-09-25,"547","A",-1.693,110.27,318.1,295.2,1236,34.6,72,"0","2014",83398,418801.99826236,9812856.17063883,2,"Unique"
"2689",2006-10-14,"1505","T",-2.046,110.271,316,294,790,13,92,"0","2006",83455,418929.432028738,9773835.38335416,2,"Unique"
"6354",2014-10-09,"559","A",-2.046,110.271,332.8,292.3,1063,42.4,80,"0","2014",83455,418929.432028738,9773835.38335416,2,"Unique"
"3375",2009-08-29,"621","A",-1.799,110.273,368.9,303,604,99.2,100,"0","2009",83650,419140.236909244,9801139.0144926,2,"Not Unique"
"3808",2009-09-09,"1825","A",-1.799,110.273,376.2,297.1,907,165.7,100,"0","2009",83650,419140.236909244,9801139.0144926,2,"Not Unique"
"1072",2004-08-17,"603","A",-1.689,110.279,315.2,298.9,926,9.1,47,"0","2004",84203,419802.958754627,9813298.70590415,2,"Unique"
"1788",2006-08-16,"559","A",-1.689,110.279,321.9,301.9,1051,18.9,60,"0","2006",84203,419802.958754627,9813298.70590415,2,"Unique"
"5397",2014-02-05,"636","A",-1.713,110.28,319.9,289.9,205,25.6,45,"0","2014",84289,419915.184587992,9810645.78309514,2,"Unique"
"7162",2015-09-10,"304","T",-1.713,110.28,335.1,304.5,577,25.5,76,"0","2015",84289,419915.184587992,9810645.78309514,2,"Unique"
"775",2002-09-22,"1526","T",-1.505,110.28,321.9,292.4,302,30,100,"0","2002",84293,419907.071384832,9833638.11728844,2,"Unique"
"1796",2006-08-16,"559","A",-1.505,110.28,349.9,305.6,1048,84,95,"0","2006",84293,419907.071384832,9833638.11728844,2,"Unique"
"3396",2009-08-30,"1448","T",-1.772,110.285,309.9,288.9,1161,21.2,79,"0","2009",84738,420473.833175737,9804124.12572727,2,"Unique"
"3944",2009-09-27,"1512","T",-1.772,110.285,313,293.4,605,9.6,67,"0","2009",84738,420473.833175737,9804124.12572727,2,"Unique"
"3914",2009-09-23,"1837","A",-1.769,110.288,307.2,291.6,1149,15.6,63,"0","2009",84989,420807.399367599,9804455.87439469,2,"Not Unique"
"3991",2009-09-27,"1812","A",-1.769,110.288,308.7,293.8,584,7.8,75,"0","2009",84989,420807.399367599,9804455.87439469,2,"Not Unique"
"2376",2006-10-05,"547","A",-1.522,110.289,327.4,297.6,1231,61.7,80,"0","2006",85079,420908.900938329,9831759.26993899,2,"Not Unique"
"2617",2006-10-12,"553","A",-1.522,110.289,321.6,303.8,1151,25,55,"0","2006",85079,420908.900938329,9831759.26993899,2,"Not Unique"
"758",2002-09-22,"305","T",-1.812,110.291,322.6,300.8,588,12.1,63,"0","2002",85250,421142.931077866,9799702.78186696,2,"Unique"
"3456",2009-09-02,"258","T",-1.812,110.291,325.6,297,423,16,59,"0","2009",85250,421142.931077866,9799702.78186696,2,"Unique"
"437",2002-09-04,"609","A",-1.793,110.291,360.9,289.7,778,86.3,100,"0","2002",85253,421142.113554146,9801803.04225986,2,"Unique"
"2522",2006-10-10,"605","A",-1.793,110.291,332.9,304.1,918,26.8,82,"0","2006",85253,421142.113554146,9801803.04225986,2,"Unique"
"3391",2009-08-29,"1843","A",-1.775,110.292,312.8,268,1228,48.6,80,"0","2009",85340,421252.577877809,9803792.80484075,2,"Unique"
"3930",2009-09-25,"602","A",-1.775,110.292,329.4,298.3,1053,28.2,79,"0","2009",85340,421252.577877809,9803792.80484075,2,"Unique"
"3892",2009-09-22,"1454","T",-1.771,110.292,306.8,292.1,1058,10.7,69,"0","2009",85341,421252.408822323,9804234.96468715,2,"Not Unique"
"3903",2009-09-23,"1536","T",-1.771,110.292,313.9,291.2,125,36.6,48,"0","2009",85341,421252.408822323,9804234.96468715,2,"Not Unique"
"3095",2009-07-29,"1748","A",-1.711,110.292,346.1,291.6,113,208.8,100,"0","2009",85347,421249.918744746,9810867.36014414,2,"Unique"
"7239",2015-09-10,"559","A",-1.711,110.292,323.7,305.4,1058,18.2,51,"0","2015",85347,421249.918744746,9810867.36014414,2,"Unique"
"1319",2004-08-28,"1511","T",-2.039,110.293,304,293.6,607,4.2,58,"0","2004",85429,421375.792417005,9774610.26001639,2,"Unique"
"6339",2014-10-09,"304","T",-2.039,110.293,324.4,298.4,588,13.4,45,"0","2014",85429,421375.792417005,9774610.26001639,2,"Unique"
"6858",2015-09-03,"1519","T",-1.696,110.293,304,293.6,440,4.7,57,"0","2015",85440,421360.545096667,9812525.49901682,2,"Not Unique"
"6953",2015-09-05,"1803","A",-1.696,110.293,304.3,293.5,419,6.2,60,"0","2015",85440,421360.545096667,9812525.49901682,2,"Not Unique"
"6491",2015-08-11,"1513","T",-1.704,110.296,309.6,294,589,7.4,78,"0","2015",85704,421694.573713384,9811641.30238231,2,"Unique"
"7389",2015-09-15,"617","A",-1.704,110.296,334.3,301.7,603,23.6,87,"0","2015",85704,421694.573713384,9811641.30238231,2,"Unique"
"6488",2015-08-11,"253","T",-1.702,110.302,318,296.1,302,14.3,67,"0","2015",86197,422361.902784497,9811862.62449231,2,"Unique"
"7518",2015-09-22,"624","A",-1.702,110.302,331.5,305.9,444,23.3,82,"0","2015",86197,422361.902784497,9811862.62449231,2,"Unique"
"1321",2004-08-28,"1808","A",-2.044,110.304,305.1,288.8,587,6.7,63,"0","2004",86362,422599.382862698,9774058.0928725,2,"Unique"
"6245",2014-10-07,"316","T",-2.044,110.304,323.4,281.4,914,21,80,"0","2014",86362,422599.382862698,9774058.0928725,2,"Unique"
"3531",2009-09-05,"627","A",-1.723,110.311,332.8,295.5,439,28,86,"0","2009",86999,423363.850140964,9809541.65611979,2,"Not Unique"
"3692",2009-09-07,"615","A",-1.723,110.311,372.4,306.2,764,111,100,"0","2009",86999,423363.850140964,9809541.65611979,2,"Not Unique"
"3564",2009-09-06,"1454","T",-1.727,110.315,337.2,292.3,1056,62.4,100,"0","2009",87335,423808.94297751,9809099.65908129,2,"Not Unique"
"3591",2009-09-06,"1754","A",-1.727,110.315,309.4,290.7,194,20.3,77,"0","2009",87335,423808.94297751,9809099.65908129,2,"Not Unique"
"3506",2009-09-05,"328","T",-1.722,110.321,319,294.2,1147,21.5,41,"0","2009",87869,424476.144316528,9809652.59463053,2,"Not Unique"
"3530",2009-09-05,"627","A",-1.722,110.321,326.6,295.1,438,18.7,71,"0","2009",87869,424476.144316528,9809652.59463053,2,"Not Unique"
"1301",2004-08-26,"557","A",-1.561,110.322,334.5,299.1,1051,46.8,86,"0","2004",87949,424581.344672191,9827449.43080685,2,"Unique"
"7546",2015-09-23,"1454","T",-1.561,110.322,305.6,293.4,1057,9.2,59,"0","2015",87949,424581.344672191,9827449.43080685,2,"Unique"
"1447",2005-03-11,"614","A",-1.574,110.326,314.3,297.2,591,5.7,58,"0","2005",88277,425026.775616251,9826012.56763545,2,"Unique"
"1623",2006-08-14,"316","T",-1.574,110.326,322,300.6,906,15.5,64,"0","2006",88277,425026.775616251,9826012.56763545,2,"Unique"
"6451",2015-07-06,"612","A",-1.558,110.327,327.5,303.3,758,16.5,82,"0","2015",88375,425137.449243031,9827781.22617137,2,"Unique"
"7529",2015-09-22,"624","A",-1.558,110.327,341.1,303,439,41.6,90,"0","2015",88375,425137.449243031,9827781.22617137,2,"Unique"
"426",2002-09-04,"317","T",-1.827,110.33,324.1,299,913,16.3,80,"0","2002",88605,425481.446078431,9798046.34562481,2,"Unique"
"885",2003-08-06,"315","T",-1.827,110.33,321.1,292.1,903,16.8,79,"0","2003",88605,425481.446078431,9798046.34562481,2,"Unique"
"1032",2004-08-17,"603","A",-2.059,110.335,320.1,296.7,928,14.5,75,"0","2004",89027,426047.6721642,9772401.46363168,2,"Unique"
"5104",2012-10-05,"251","T",-2.059,110.335,323.9,301.9,298,21.5,69,"0","2012",89027,426047.6721642,9772401.46363168,2,"Unique"
"406",2002-09-02,"622","A",-1.744,110.336,348.2,295.5,447,59.6,94,"0","2002",89139,426145.49353248,9807221.32661611,2,"Unique"
"4158",2009-10-01,"227","T",-1.744,110.336,351.5,285.6,13,493.9,96,"0","2009",89139,426145.49353248,9807221.32661611,2,"Unique"
"2816",2006-10-31,"623","A",-1.595,110.34,350.4,305.2,430,64,95,"0","2006",89514,426584.892340714,9823691.75421959,2,"Unique"
"6016",2014-09-25,"1809","A",-1.595,110.34,306.7,291,584,7,69,"0","2014",89514,426584.892340714,9823691.75421959,2,"Unique"
"536",2002-09-11,"323","T",-1.881,110.344,321.6,298,1051,14.3,45,"0","2002",89868,427040.830443387,9792077.82170116,3,"Unique"
"881",2003-08-04,"620","A",-1.881,110.344,328.1,300.2,447,22.9,81,"0","2003",89868,427040.830443387,9792077.82170116,3,"Unique"
"5570",2014-09-05,"612","A",-1.881,110.344,326.9,301.2,764,12.7,81,"0","2014",89868,427040.830443387,9792077.82170116,3,"Unique"
"1673",2006-08-14,"611","A",-1.722,110.347,319.7,298.4,755,8.2,43,"0","2006",90140,427368.202328687,9809653.60486853,2,"Unique"
"2527",2006-10-10,"605","A",-1.722,110.347,324.8,303.1,911,11.6,41,"0","2006",90140,427368.202328687,9809653.60486853,2,"Unique"
"703",2002-09-18,"621","A",-1.83,110.348,335.1,303.1,452,30.7,86,"0","2002",90229,427483.645516949,9797715.46581939,2,"Unique"
"3629",2009-09-07,"316","T",-1.83,110.348,325.6,305.8,911,13.4,77,"0","2009",90229,427483.645516949,9797715.46581939,2,"Unique"
"167",2002-08-19,"609","A",-1.691,110.349,323.3,302.8,773,12.9,76,"0","2002",90315,427589.508194945,9813080.3767372,2,"Unique"
"7591",2015-09-26,"1524","T",-1.691,110.349,306.5,292.7,312,8.6,68,"0","2015",90315,427589.508194945,9813080.3767372,2,"Unique"
"4352",2011-08-24,"635","A",-1.927,110.352,324.9,301,205,30.5,78,"0","2011",90593,427932.525527862,9786993.37175639,2,"Unique"
"5643",2014-09-10,"630","A",-1.927,110.352,321.6,299.2,306,12.8,64,"0","2014",90593,427932.525527862,9786993.37175639,2,"Unique"
"144",2002-08-19,"609","A",-1.902,110.354,347.5,304.1,777,47,94,"0","2002",90782,428153.924524706,9789756.92411045,2,"Unique"
"1034",2004-08-17,"603","A",-1.902,110.354,321.4,300.4,923,10.7,71,"0","2004",90782,428153.924524706,9789756.92411045,2,"Unique"
"2844",2007-08-19,"559","A",-1.63,110.355,315,292.3,1045,11.9,63,"0","2007",90903,428254.714811948,9819823.44132478,2,"Unique"
"2964",2008-08-17,"625","A",-1.63,110.355,313.4,292.2,432,6.5,23,"0","2008",90903,428254.714811948,9819823.44132478,2,"Unique"
"1627",2006-08-14,"316","T",-1.714,110.356,316.2,302.8,912,7.7,62,"0","2006",90987,428368.997797368,9810538.25284487,2,"Not Unique"
"1839",2006-08-21,"322","T",-1.714,110.356,318.7,302,1045,11.9,41,"0","2006",90987,428368.997797368,9810538.25284487,2,"Not Unique"
"200",2002-08-21,"305","T",-1.696,110.358,319.5,299.5,593,10,72,"0","2002",91177,428590.800329402,9812528.01827865,2,"Unique"
"4937",2012-09-22,"617","A",-1.696,110.358,318.5,299.1,598,7.3,29,"0","2012",91177,428590.800329402,9812528.01827865,2,"Unique"
"573",2002-09-11,"615","A",-1.747,110.361,330,292.5,604,16.2,40,"0","2002",91464,428926.390970651,9806890.67389983,2,"Not Unique"
"706",2002-09-18,"621","A",-1.747,110.361,325.6,306.6,449,13.6,59,"0","2002",91464,428926.390970651,9806890.67389983,2,"Not Unique"
"1055",2004-08-17,"603","A",-1.808,110.365,368.2,300.4,920,126.2,100,"0","2004",91874,429373.632638428,9800147.98789362,2,"Unique"
"1464",2005-08-29,"555","A",-1.808,110.365,329.5,296.3,1048,36.9,84,"0","2005",91874,429373.632638428,9800147.98789362,2,"Unique"
"4722",2012-08-07,"605","A",-1.678,110.366,321.3,301.9,918,13.8,75,"0","2012",91981,429480.023138283,9814517.99883894,2,"Unique"
"7242",2015-09-10,"559","A",-1.678,110.366,318.8,304.6,1052,10.7,50,"0","2015",91981,429480.023138283,9814517.99883894,2,"Unique"
"5418",2014-02-16,"322","T",-1.681,110.374,315.8,294,1048,13,53,"0","2014",92747,430370.007124793,9814186.67136148,2,"Not Unique"
"5442",2014-02-20,"258","T",-1.681,110.374,313,289.2,434,6.8,56,"0","2014",92747,430370.007124793,9814186.67136148,2,"Not Unique"
"5180",2013-08-26,"605","A",-1.683,110.376,327.5,298.1,915,22.7,83,"0","2013",92930,430592.546694233,9813965.66662537,2,"Unique"
"5270",2013-10-04,"1536","T",-1.683,110.376,302.2,290.5,121,16.4,48,"0","2013",92930,430592.546694233,9813965.66662537,2,"Unique"
"760",2002-09-22,"305","T",-1.834,110.38,318.1,298.8,598,6.8,43,"0","2002",93319,431043.026538276,9797274.57531766,2,"Unique"
"1179",2004-08-22,"622","A",-1.834,110.38,343.2,303.4,437,45.8,91,"0","2004",93319,431043.026538276,9797274.57531766,2,"Unique"
"5266",2013-10-04,"316","T",-1.682,110.385,317.5,301,911,10.3,54,"0","2013",93780,431593.619816814,9814076.52231952,2,"Unique"
"7391",2015-09-15,"617","A",-1.682,110.385,328.6,303.7,593,13.6,75,"0","2015",93780,431593.619816814,9814076.52231952,2,"Unique"
"5399",2014-02-05,"636","A",-1.69,110.387,316.2,288,198,20,50,"0","2014",93969,431816.366507801,9813192.29039539,2,"Unique"
"6371",2014-10-09,"1822","A",-1.69,110.387,301.8,280.9,913,5.8,42,"0","2014",93969,431816.366507801,9813192.29039539,2,"Unique"
"1674",2006-08-14,"611","A",-1.697,110.39,320.1,291.7,750,10.8,72,"0","2006",94250,432150.310927526,9812418.63164353,2,"Unique"
"6818",2015-09-01,"605","A",-1.697,110.39,323.1,299.3,919,16.1,76,"0","2015",94250,432150.310927526,9812418.63164353,2,"Unique"
"1716",2006-08-15,"654","A",-1.871,110.391,318.7,294.9,14,56.2,25,"0","2006",94341,432267.908769409,9793185.0947551,2,"Not Unique"
"1864",2006-08-23,"605","A",-1.871,110.391,338.8,298.3,912,38.6,84,"0","2006",94341,432267.908769409,9793185.0947551,2,"Not Unique"
"535",2002-09-11,"323","T",-1.878,110.396,338.2,299.6,1055,49.1,89,"0","2002",94789,432824.289076863,9792411.52252061,2,"Unique"
"1764",2006-08-16,"559","A",-1.878,110.396,337.3,302,1045,43.1,88,"0","2006",94789,432824.289076863,9792411.52252061,2,"Unique"
"42",2001-08-29,"1513","TRUE",-1.806,110.397,322,293.5,746,18.1,100,"0","2001",94898,432932.818829028,9800370.27648594,2,"Unique"
"861",2003-05-20,"556","A",-1.806,110.397,313.6,299.8,1043,8,67,"0","2003",94898,432932.818829028,9800370.27648594,2,"Unique"
"1",2001-02-21,"328","TRUE",-1.981,110.139,302.3,278,902,3.9,37,"0","2001",73955,404245.168974462,9781013.49156873,1,"Unique"
"2",2001-05-11,"243","TRUE",-1.812,109.98,315.4,293.4,48,53,69,"0","2001",65207,386549.482765709,9799686.27612044,1,"Unique"
"3",2001-05-11,"1503","TRUE",-1.808,109.99,306.9,291.5,1077,10.8,70,"0","2001",65481,387661.612845616,9800129.09442098,1,"Unique"
"4",2001-07-15,"324","TRUE",-1.945,110.125,314.9,295.8,899,8.8,71,"0","2001",72909,402685.977286613,9784992.28413272,1,"Unique"
"5",2001-07-15,"324","TRUE",-1.946,110.135,332.4,296.4,900,31.6,87,"0","2001",73664,403798.279573852,9784882.31303224,1,"Unique"
"6",2001-08-20,"1519","TRUE",-1.913,110.394,304,292.6,578,4.6,56,"0","2001",94613,432603.198157792,9788542.62099148,1,"Unique"
"7",2001-08-20,"1519","TRUE",-1.833,110.377,302.9,292.9,578,3.8,50,"0","2001",93027,430709.312126167,9797384.99759684,1,"Unique"
"8",2001-08-22,"247","TRUE",-1.787,110.117,318.7,292.4,114,43.9,71,"0","2001",72277,401787.413064883,9802457.89673888,1,"Unique"
"9",2001-08-23,"329","TRUE",-1.652,110.232,316.1,292,1046,16.4,68,"0","2001",80567,414573.23165258,9817386.73315696,1,"Unique"
"10",2001-08-25,"317","TRUE",-1.725,110.36,320.3,299.2,769,10.2,74,"0","2001",91382,428814.337072901,9809322.48013552,1,"Unique"
"11",2001-08-25,"317","TRUE",-1.723,110.157,319.5,298.2,747,11.3,73,"0","2001",75193,406233.596491203,9809534.76969123,1,"Unique"
"13",2001-08-25,"317","TRUE",-1.839,110.384,323.8,297.8,774,12.9,59,"0","2001",93675,431488.117952683,9796722.03901557,1,"Unique"
"14",2001-08-25,"317","TRUE",-1.899,110.102,324.3,299.1,745,13.9,77,"0","2001",70934,400125.127753755,9790076.02470198,1,"Unique"
"17",2001-08-25,"1538","TRUE",-1.735,110.087,304.4,293.2,208,10.7,60,"0","2001",69920,398447.537813963,9808204.63525581,1,"Unique"
"18",2001-08-26,"1442","TRUE",-1.859,110.393,302.5,290.7,1289,19.3,42,"0","2001",94518,432489.896868828,9794511.62574469,1,"Unique"
"19",2001-08-26,"1442","TRUE",-1.898,110.101,300,286.7,1299,15.1,8,"0","2001",70849,400013.841888046,9790186.51220279,1,"Unique"
"20",2001-08-26,"1442","TRUE",-1.861,110.387,304.6,290.7,1289,27.2,61,"0","2001",93966,431822.632505375,9794290.31936637,1,"Unique"
"21",2001-08-26,"1442","TRUE",-1.733,110.097,302.1,289.8,1298,21.3,46,"0","2001",70590,399559.819650808,9808426.2595043,1,"Unique"
"22",2001-08-26,"1442","TRUE",-1.737,110.091,304.2,289.8,1298,28.7,59,"0","2001",70171,398892.599368257,9807983.75864031,1,"Unique"
"24",2001-08-27,"305","TRUE",-1.734,110.085,351.7,301.4,417,75.8,96,"0","2001",69797,398225.006545729,9808315.07339415,1,"Unique"
"25",2001-08-27,"305","TRUE",-1.736,110.096,331.1,300.4,418,30.1,84,"0","2001",70522,399448.739335158,9808094.57066368,1,"Unique"
"26",2001-08-27,"305","TRUE",-1.856,110.383,321.3,299.5,447,12.7,55,"0","2001",93590,431377.545468274,9794842.85440723,1,"Unique"
"27",2001-08-27,"305","TRUE",-1.862,110.386,326,300.2,448,19.4,79,"0","2001",93866,431711.447515296,9794179.74272269,1,"Unique"
"28",2001-08-27,"305","TRUE",-1.897,110.098,325.5,302.6,421,18.2,79,"0","2001",70636,399680.098688814,9790296.88388765,1,"Unique"
"30",2001-08-27,"305","TRUE",-1.907,110.097,326.3,299.7,421,19.3,79,"0","2001",70571,399569.448336831,9789191.371558,1,"Unique"
"31",2001-08-27,"305","TRUE",-2.209,110.113,324.4,298.9,429,15.8,77,"0","2001",71908,401367.654250118,9755807.66004706,1,"Unique"
"33",2001-08-29,"252","TRUE",-1.679,110.059,314.7,288.8,185,22,65,"0","2001",68153,395329.807863703,9814393.70702337,1,"Unique"
"34",2001-08-29,"252","TRUE",-1.732,110.133,315.6,289.9,190,22.8,66,"0","2001",73528,403564.342282403,9808538.67443216,1,"Unique"
"35",2001-08-29,"252","TRUE",-1.737,110.08,318.1,290.8,187,30.3,71,"0","2001",69450,397668.972424079,9807983.16659029,1,"Unique"
"36",2001-08-29,"252","TRUE",-1.739,110.097,317.2,290.7,188,26.6,69,"0","2001",70587,399560.136354931,9807762.9881017,1,"Unique"
"38",2001-08-29,"252","TRUE",-1.988,110.371,311.6,287.7,207,12.7,45,"0","2001",92459,430048.230236066,9780251.32097778,1,"Unique"
"39",2001-08-29,"1513","TRUE",-1.847,110.366,306.2,293.1,750,4.5,61,"0","2001",91976,429486.381158803,9795837.03122195,1,"Unique"
"40",2001-08-29,"1513","TRUE",-1.838,110.365,305,293.2,750,3.6,29,"0","2001",91870,429374.801853141,9796831.83700297,1,"Unique"
"41",2001-08-29,"1513","TRUE",-1.805,110.406,304.5,293.2,745,3.9,61,"0","2001",95666,433933.821732872,9800481.14353333,1,"Unique"
"43",2001-08-29,"1513","TRUE",-1.801,110.104,309,292.9,777,7.3,76,"0","2001",71122,400342.11479173,9800909.56537941,1,"Unique"
"48",2001-08-30,"335","TRUE",-1.73,110.141,305.7,280.6,1145,11.2,41,"0","2001",74132,404454.142521471,9808760.1674205,1,"Unique"
"49",2001-08-30,"335","TRUE",-1.735,110.091,308.3,277.2,1142,15.6,57,"0","2001",70172,398892.493098471,9808204.84947577,1,"Unique"
"50",2001-08-30,"335","TRUE",-1.849,110.335,306.5,276.5,1158,12,42,"0","2001",89031,426038.485200871,9795614.69329346,1,"Unique"
"51",2001-08-30,"335","TRUE",-1.896,110.105,313.7,292.1,1145,15,42,"0","2001",71199,400458.64122046,9790407.83328422,1,"Unique"
"52",2002-07-11,"604","A",-1.906,110.366,316.8,296.2,930,8.4,69,"0","2002",91972,429488.744346417,9789315.2651686,1,"Unique"
"53",2002-07-11,"604","A",-1.879,110.326,318,296.1,933,11.4,71,"0","2002",88260,425038.725158206,9792298.13755682,1,"Unique"
"54",2002-07-11,"604","A",-1.876,110.066,319.2,297,957,13.6,72,"0","2002",68561,396119.520616723,9792616.46984237,1,"Unique"
"55",2002-07-11,"604","A",-1.878,110.055,316.1,296.5,958,9.7,68,"0","2002",67956,394896.097490628,9792394.71956423,1,"Unique"
"56",2002-07-11,"604","A",-1.788,110.38,313.8,297.5,926,6.9,54,"0","2002",93322,431041.287619109,9802359.32470012,1,"Unique"
"57",2002-07-14,"342","T",-1.858,110.059,311,291.4,1285,27.2,39,"0","2002",68147,395339.838257752,9794605.89108142,1,"Unique"
"58",2002-07-14,"635","A",-1.916,110.355,316.7,294.7,206,15.8,48,"0","2002",90889,428265.72644784,9788209.42408817,1,"Unique"
"59",2002-07-14,"635","A",-1.87,110.053,317.1,294.2,224,19.5,61,"0","2002",67870,394673.156990013,9793278.97338147,1,"Unique"
"60",2002-07-16,"622","A",-1.737,110.094,314.1,299.7,467,7.2,51,"0","2002",70380,399226.315155618,9807983.91887202,1,"Unique"
"61",2002-07-27,"311","T",-1.731,110.098,316.1,276.2,734,14.3,76,"0","2002",70645,399670.953118092,9808647.40289561,1,"Unique"
"62",2002-07-27,"311","T",-1.733,110.107,304.5,275.8,735,5.7,59,"0","2002",71399,400672.205027258,9808426.7868009,1,"Unique"
"64",2002-07-27,"604","A",-1.83,110.055,322,296.9,949,18.5,77,"0","2002",67959,394893.265788172,9797700.96051226,1,"Unique"
"66",2002-07-27,"604","A",-1.733,110.09,335.2,290.4,944,42.4,88,"0","2002",70110,398781.148059649,9808425.88690144,1,"Unique"
"68",2002-08-01,"330","T",-1.595,110.054,310.1,292.7,1134,11.7,42,"0","2002",67923,394769.212265644,9823679.34207221,1,"Unique"
"69",2002-08-05,"305","T",-1.777,110.119,310.7,297.5,566,5.5,57,"0","2002",72450,402009.354150572,9803563.44977241,1,"Unique"
"70",2002-08-14,"551","A",-1.863,110.402,316.3,297.7,1158,19.6,63,"0","2002",95309,433491.057050728,9794069.81667601,1,"Unique"
"71",2002-08-14,"551","A",-1.754,110.345,315.6,295.9,1160,20.8,51,"0","2002",89965,427146.963355692,9806116.29020601,1,"Unique"
"72",2002-08-14,"551","A",-1.747,110.356,338,296.7,1159,87,90,"0","2002",90986,428370.23600117,9806890.48405825,1,"Unique"
"73",2002-08-14,"551","A",-1.749,110.339,325.9,295.2,1160,46.6,79,"0","2002",89424,426479.382781701,9806668.74983913,1,"Unique"
"74",2002-08-14,"551","A",-1.735,110.354,349.5,294.5,1159,141.9,95,"0","2002",90785,428147.319465907,9808216.86975361,1,"Unique"
